85,56,44,67,50,219,97,,,,,
85,44,56,67,219,97,50,,,,,
85,44,56,67,219,97,,,,,,
56,44,85,67,219,97,,,,,,
44,85,56,67,219,97,,,,,,
44,85,56,67,97,219,,,,,,
44,85,56,67,219,97,,,,,,
44,85,56,67,219,97,,,,,,
67,44,85,56,97,219,,,,,,
67,44,85,56,219,97,,,,,,
67,44,85,56,219,97,,,,,,
67,44,85,56,219,97,,,,,,
44,67,85,56,219,97,,,,,,
67,85,44,56,219,97,,,,,,
67,85,44,56,219,97,,,,,,
85,67,44,56,219,97,,,,,,
85,67,44,56,219,97,,,,,,
85,44,67,56,50,219,97,,,,,
85,44,67,56,50,219,97,,,,,
85,44,67,56,50,219,97,,,,,
85,44,67,56,50,219,97,,,,,
85,44,67,56,50,219,97,,,,,
85,67,44,56,219,97,,,,,,
44,85,67,56,219,,,,,,,
44,85,67,50,219,97,,,,,,
44,85,67,50,26,219,97,,,,,
85,44,67,50,26,219,97,,,,,
85,44,67,50,219,97,,,,,,
85,44,67,50,26,219,97,,,,,
85,44,50,26,67,219,97,,,,,
85,44,50,26,67,219,97,,,,,
85,44,50,26,67,219,97,,,,,
85,44,50,26,67,219,97,,,,,
85,44,26,50,67,219,97,,,,,
44,85,26,50,67,219,97,,,,,
44,85,26,50,56,67,219,97,,,,
44,85,26,67,50,56,219,97,,,,
44,26,85,67,50,56,97,219,,,,
44,26,85,50,67,56,97,219,,,,
44,26,85,50,67,56,219,97,,,,
44,26,85,50,67,56,219,97,,,,
44,26,85,50,67,56,192,219,97,,,
44,26,50,85,67,56,192,219,97,,,
44,26,85,50,67,56,219,97,,,,
44,26,50,85,67,56,219,97,,,,
44,26,50,85,67,219,97,56,192,,,
44,26,50,67,85,128,219,97,192,,,
44,50,26,67,85,128,219,97,,,,
50,44,26,85,128,67,219,97,,,,
50,44,26,85,128,219,97,,,,,
50,44,26,85,128,219,97,,,,,
44,50,26,85,128,219,97,,,,,
44,50,26,85,128,219,97,,,,,
44,50,26,85,128,219,97,,,,,
44,26,50,85,128,219,97,,,,,
44,26,50,85,128,219,97,,,,,
44,50,26,85,219,97,,,,,,
44,50,26,85,219,97,,,,,,
44,50,26,85,219,97,,,,,,
44,50,26,85,128,219,97,,,,,
44,50,26,85,128,219,97,,,,,
44,50,26,85,219,128,97,,,,,
44,50,26,85,192,128,219,97,,,,
44,50,26,85,192,128,219,97,,,,
44,50,26,85,192,128,219,97,,,,
44,50,26,192,85,128,219,97,,,,
44,50,26,128,192,85,219,97,,,,
44,50,26,128,85,192,219,97,,,,
44,50,26,128,85,219,97,192,,,,
44,50,26,128,85,219,97,,,,,
44,50,26,128,85,219,97,,,,,
44,50,26,85,128,219,97,,,,,
44,50,26,85,128,219,97,,,,,
44,50,26,85,128,219,97,,,,,
44,50,26,85,128,219,97,,,,,
44,26,50,85,128,219,97,,,,,
44,50,26,85,128,219,97,,,,,
44,50,85,26,128,219,97,,,,,
44,85,26,50,192,128,219,97,,,,
44,85,50,26,128,192,219,97,,,,
44,85,192,50,26,128,179,56,219,97,,
44,85,192,128,50,26,179,56,219,97,,
44,85,192,128,50,179,26,56,219,97,,
44,85,192,26,128,50,179,56,219,97,,
44,50,85,26,128,56,192,179,219,97,,
44,50,85,26,128,56,179,219,97,,,
44,85,26,128,56,179,192,219,97,,,
44,85,26,192,179,56,128,219,97,,,
44,85,56,26,128,179,219,97,,,,
44,85,26,56,179,128,219,97,,,,
44,85,26,56,128,179,219,,,,,
44,56,26,85,128,192,219,,,,,
44,26,85,56,179,128,192,219,97,,,
44,85,56,179,50,128,219,97,,,,
44,85,56,179,128,50,219,97,,,,
85,44,56,179,147,192,128,219,97,,,
85,44,56,179,128,192,219,97,,,,
85,44,179,56,128,219,97,,,,,
85,44,179,192,56,128,219,97,,,,
85,44,179,56,192,128,219,97,50,,,
44,85,56,192,179,147,128,219,97,50,,
192,44,85,56,179,128,219,147,97,,,
192,44,179,85,56,50,147,128,219,97,,
192,44,179,56,85,50,147,128,219,97,,
192,179,44,56,85,159,219,97,,,,
192,44,179,56,147,159,85,128,219,97,,
192,44,147,56,179,159,85,219,97,,,
192,56,44,179,85,147,159,219,97,,,
192,56,44,147,179,159,85,128,219,97,,
192,56,147,44,85,128,159,171,219,97,,
192,56,85,147,44,128,159,171,219,97,,
192,56,85,147,44,159,128,219,97,,,
192,56,85,147,44,159,219,97,,,,
192,56,85,147,50,219,97,,,,,
147,56,192,85,50,219,97,,,,,
147,192,56,85,50,219,97,,,,,
192,147,56,50,85,219,97,,,,,
192,56,147,50,85,128,219,97,,,,
192,56,147,50,159,128,85,219,97,,,
192,56,147,50,128,159,85,219,97,,,
192,147,56,50,128,159,171,85,219,97,,
192,50,56,147,128,85,159,171,219,97,,
192,50,147,56,128,26,159,85,171,219,97,44
192,50,56,128,147,26,85,171,44,219,97,
192,50,56,147,128,26,85,171,219,97,,
192,50,56,128,26,147,171,85,219,97,,
192,50,56,128,147,85,26,171,219,97,,
192,56,50,128,147,85,44,171,219,97,,
192,56,50,147,128,85,44,219,97,,,
192,56,50,147,128,44,219,97,,,,
192,56,147,50,128,44,219,97,,,,
192,56,50,147,128,219,44,97,,,,
192,56,50,128,147,44,219,97,,,,
192,56,50,128,147,44,219,97,,,,
192,56,50,128,147,44,219,97,,,,
192,56,50,128,44,147,219,97,,,,
192,56,50,128,44,147,219,97,,,,
192,56,50,128,44,147,219,97,,,,
192,56,50,128,44,147,219,97,,,,
192,56,50,128,147,44,219,97,,,,
192,56,50,128,44,147,159,219,97,,,
192,56,50,128,44,147,219,97,,,,
192,56,50,128,44,147,219,97,,,,
192,56,50,147,128,44,219,97,,,,
56,192,147,302,171,159,44,50,219,97,,
192,56,147,302,159,171,44,50,219,97,,
192,56,147,159,44,302,50,219,97,,,
192,56,147,159,171,302,44,50,219,97,,
147,192,56,159,171,302,44,50,219,97,,
147,192,56,159,171,302,44,128,219,97,50,
147,192,56,159,302,44,128,219,97,,,
147,192,56,159,302,44,128,219,97,,,
147,192,56,159,302,44,128,219,97,,,
147,192,56,159,44,128,97,219,,,,
147,192,56,159,44,128,219,97,,,,
147,192,159,56,44,128,219,97,,,,
147,192,159,56,44,128,219,97,,,,
192,147,159,56,44,128,219,97,,,,
192,147,159,56,128,44,97,219,,,,
192,159,147,302,128,44,56,219,97,,,
192,159,147,302,128,56,44,219,97,,,
192,159,147,128,56,44,219,97,,,,
192,159,147,302,128,56,44,219,97,,,
192,147,159,302,128,44,219,56,97,,,
192,147,159,128,56,44,219,97,,,,
147,159,192,302,128,56,44,219,97,,,
147,159,192,302,128,56,44,97,219,,,
147,159,192,128,56,219,97,,,,,
147,192,159,128,56,219,97,,,,,
147,159,192,128,219,97,,,,,,
147,159,192,128,219,97,,,,,,
147,159,192,128,219,97,,,,,,
147,159,192,219,97,,,,,,,
147,159,192,219,97,,,,,,,
147,159,192,219,97,,,,,,,
147,159,192,219,97,,,,,,,
147,159,192,219,97,,,,,,,
159,147,192,171,219,97,,,,,,
159,147,192,171,219,97,,,,,,
159,147,171,192,128,219,97,,,,,
159,147,171,192,128,219,97,,,,,
159,147,192,171,128,219,97,,,,,
159,147,171,192,128,219,97,,,,,
159,147,171,192,128,219,97,,,,,
159,147,192,171,128,219,97,,,,,
147,171,192,26,128,,,,,,,
147,26,171,192,128,,,,,,,
147,26,171,192,128,,,,,,,
147,26,171,192,128,,,,,,,
26,147,171,128,192,70,,,,,,
147,128,192,171,26,70,,,,,,
128,171,192,26,70,,,,,,,
171,26,192,128,165,70,,,,,,
147,171,192,128,165,70,26,,,,,
171,147,192,128,70,165,26,,,,,
26,171,147,192,128,165,70,56,,,,
26,147,171,192,165,128,70,56,,,,
26,147,171,165,70,128,192,56,,,,
26,147,171,128,165,192,70,56,,,,
26,147,171,165,128,70,192,56,,,,
26,147,171,70,165,192,56,128,,,,
26,147,171,70,165,192,128,,,,,
26,147,171,70,165,192,128,,,,,
26,147,171,70,192,165,128,,,,,
147,171,56,192,70,128,165,,,,,
147,171,56,192,128,70,180,165,,,,
147,171,26,70,192,128,180,165,,,,
147,171,70,26,128,192,180,,,,,
147,171,70,26,192,128,180,,,,,
171,147,26,70,128,192,180,,,,,
171,147,26,70,192,128,180,,,,,
171,147,26,192,70,128,180,,,,,
171,147,70,26,128,192,180,144,,,,
171,147,26,70,192,56,128,180,144,,,
171,147,70,26,192,56,128,180,,,,
171,128,70,26,147,56,192,180,,,,
171,147,70,192,56,180,128,26,,,,
171,165,70,147,180,192,56,26,,,,
171,165,147,70,128,192,56,180,,,,
70,171,165,147,128,180,192,56,,,,
171,70,165,26,180,56,192,147,,,,
171,70,165,26,180,192,147,56,,,,
70,171,165,180,192,147,56,,,,,
70,171,165,56,180,192,147,,,,,
70,171,165,180,56,192,147,,,,,
70,171,165,180,56,192,147,,,,,
171,70,165,180,128,56,192,147,,,,
70,171,165,180,56,128,192,147,,,,
171,165,70,56,180,192,147,,,,,
171,70,165,180,192,,,,,,,
171,70,165,180,56,192,,,,,,
70,171,165,180,192,128,56,,,,,
70,171,180,165,192,56,128,,,,,
171,70,180,165,192,56,,,,,,
171,70,180,26,165,144,192,56,,,,
171,70,180,144,26,192,56,,,,,
70,171,180,26,144,192,56,,,,,
70,171,180,26,56,192,147,144,,,,
171,70,180,192,26,56,147,144,,,,
171,70,26,180,147,192,56,144,,,,
171,70,180,56,26,192,147,144,,,,
171,70,180,26,56,192,147,144,,,,
171,56,180,192,70,26,144,,,,,
171,56,70,147,180,144,26,192,,,,
56,171,144,26,147,192,180,70,,,,
56,171,180,144,26,192,,,,,,
56,171,180,192,144,26,,,,,,
171,159,180,147,26,,,,,,,
171,180,26,159,192,147,70,,,,,
171,180,26,192,147,159,55,,,,,
