70,56,85,26,147,192,,,,,
70,85,56,26,147,192,,,,,
70,85,56,26,302,192,147,,,,
26,56,70,302,192,85,,,,,
26,56,70,302,192,85,147,,,,
26,70,85,302,56,192,147,,,,
70,56,26,85,192,147,61,302,,,
56,70,26,192,85,147,61,,,,
192,70,171,56,26,61,147,85,,,
192,171,26,302,70,56,85,147,,,
171,302,192,26,56,70,85,147,,,
171,26,302,192,56,70,85,,,,
26,171,302,192,56,70,61,85,147,,
171,302,159,56,192,61,70,147,,,
56,192,159,171,61,70,85,147,219,302,
56,192,171,302,61,159,70,147,85,219,
56,192,171,302,61,159,70,147,219,97,
192,56,61,171,302,159,67,70,147,219,97
171,61,302,192,67,70,56,219,,,
171,61,302,70,147,192,219,56,,,
171,302,61,192,70,56,147,219,,,
302,171,61,70,67,56,219,,,,
302,171,61,192,70,159,56,67,219,,
61,302,171,192,70,56,67,159,219,97,
61,171,302,56,70,192,159,219,97,,
171,302,26,56,,,,,,,
171,302,26,56,85,,,,,,
171,302,192,26,56,85,,,,,
171,302,26,192,56,85,,,,,
171,302,192,56,26,159,85,,,,
171,302,56,26,159,85,,,,,
302,171,26,85,56,159,,,,,
302,171,26,192,56,85,,,,,
302,171,26,192,85,,,,,,
302,171,26,56,85,192,,,,,
302,26,171,85,56,,,,,,
302,171,26,56,85,,,,,,
302,171,26,56,,,,,,,
302,56,171,26,,,,,,,
302,26,56,171,,,,,,,
302,56,171,26,,,,,,,
302,26,56,171,,,,,,,
26,302,56,171,,,,,,,
26,302,56,171,,,,,,,
26,302,171,56,,,,,,,
26,171,302,56,,,,,,,
302,171,26,56,,,,,,,
171,302,85,26,56,,,,,,
302,171,85,26,,,,,,,
302,85,171,26,,,,,,,
302,171,85,56,26,,,,,,
302,171,85,26,56,,,,,,
302,171,85,26,56,,,,,,
302,171,56,26,,,,,,,
302,171,26,56,,,,,,,
302,192,171,56,26,,,,,,
302,192,26,56,171,,,,,,
302,192,26,171,56,,,,,,
302,192,171,26,56,,,,,,
302,171,85,192,26,56,,,,,
302,171,85,192,26,,,,,,
302,192,67,26,85,171,70,,,,
302,192,67,26,171,70,85,,,,
192,67,302,26,70,171,85,,,,
192,67,26,302,56,70,171,,,,
67,302,26,61,44,56,70,171,,,
67,44,26,302,70,56,61,171,,,
67,44,302,56,70,26,171,61,,,
67,44,302,26,56,171,70,61,,,
67,44,302,26,70,56,171,,,,
67,26,302,44,70,56,171,,,,
44,26,302,67,,,,,,,
44,26,67,85,302,,,,,,
44,67,26,85,302,,,,,,
44,67,26,85,302,61,,,,,
44,67,26,85,302,61,,,,,
44,67,26,302,85,61,,,,,
44,67,26,302,85,61,,,,,
44,67,85,302,26,56,61,,,,
192,67,85,26,302,56,,,,,
192,67,85,26,302,,,,,,
192,85,67,26,302,,,,,,
85,192,67,26,302,,,,,,
192,85,67,302,26,,,,,,
85,192,67,302,26,61,,,,,
85,192,67,302,26,61,,,,,
192,85,67,302,61,26,,,,,
85,192,67,302,26,,,,,,
85,192,67,302,,,,,,,
192,85,302,67,,,,,,,
85,192,302,67,26,,,,,,
85,192,302,67,26,,,,,,
85,192,302,67,26,,,,,,
85,192,302,26,,,,,,,
85,192,302,,,,,,,,
85,192,302,,,,,,,,
85,302,192,171,,,,,,,
85,192,302,26,171,,,,,,
85,192,302,26,171,,,,,,
85,192,302,26,171,,,,,,
192,85,302,,,,,,,,
192,85,302,,,,,,,,
192,85,,,,,,,,,
192,85,,,,,,,,,
192,85,,,,,,,,,
192,85,,,,,,,,,
192,85,,,,,,,,,
192,26,85,,,,,,,,
192,85,26,159,,,,,,,
192,26,85,159,,,,,,,
159,192,26,85,,,,,,,
159,192,85,302,26,,,,,,
192,159,302,85,26,,,,,,
192,159,302,26,85,,,,,,
192,159,302,85,26,,,,,,
302,192,159,171,85,,,,,,
159,192,302,171,85,,,,,,
159,302,192,171,85,147,,,,,
159,302,192,85,171,147,,,,,
159,192,302,171,85,147,,,,,
302,192,171,85,44,26,147,,,,
302,192,85,171,26,44,,,,,
302,85,192,147,171,44,26,,,,
302,85,192,171,26,147,44,,,,
85,302,171,147,192,26,44,,,,
85,302,192,26,147,,,,,,
85,302,147,56,192,171,26,,,,
85,302,192,56,147,171,26,,,,
302,85,192,147,56,26,,,,,
85,192,302,56,147,70,26,,,,
85,192,302,56,70,147,,,,,
85,192,302,56,70,147,,,,,
85,192,56,70,302,147,,,,,
85,192,147,302,70,56,,,,,
85,192,70,302,56,147,,,,,
192,70,302,85,56,147,,,,,
192,56,85,70,302,,,,,,
192,56,85,302,70,,,,,,
192,171,302,70,85,26,56,,,,
85,192,302,171,26,56,70,,,,
85,192,302,171,56,26,70,,,,
192,85,302,61,171,56,26,,,,
192,85,56,26,61,171,302,,,,
192,26,56,85,61,302,,,,,
26,192,85,56,,,,,,,
26,192,56,,,,,,,,
26,56,192,85,147,,,,,,
26,56,192,70,85,147,,,,,
26,56,192,85,147,70,,,,,
26,56,85,192,147,70,,,,,
26,171,192,56,147,70,85,,,,
