KeyID,Time,Altitude,Longitude,Latitude,Speed,NR Band,NR PCI,SS-RSRP,SS-SINR,Neighbor Cell PCI,Neighbor Cell RSRP,NR PHY Throughput DL(Mbps),NR PDCP Throughput DL(Mbps),NR MAC Throughput DL(Mbps),NR DL Grant Count,NR PDSCH BLER,NR DL Avg MCS,PRB Num DL/slot,NR DL Avg RI,NR PHY Throughput UL(Mbps),NR PDCP Throughput UL(Mbps),NR MAC Throughput UL(Mbps),NR UL Grant Count,NR PUSCH BLER,NR UL Avg MCS,PRB Num UL/slot,NR UL Avg RI,NR PUSCH Txpower,NR SRS Txpower,Ping Delay,Ping Jitter
1,2024/4/25 16:40,12,119.8484,31.71161,,79,171,-87.2,32.33,,,,,,34,3.33,6.33,4.2,2.66,0.51,,0.51,41,0,23.04,3.43,1,6,22,,
2,2024/4/25 16:40,12,119.8484,31.71161,,79,171,-84.84,32.12,,,0.1,0.08,0.09,41,0,1.33,1.5,3,0.15,0.04,0.15,47,0,24.5,3,1,6,20,,
3,2024/4/25 16:40,12,119.8484,31.71161,,79,171,-81.03,31.88,,,0.15,0.1,0.12,181,1.49,8.51,3.02,3,0.27,0.14,0.23,69,11.32,24.71,6.95,1,0,16,,
4,2024/4/25 16:40,12,119.8484,31.71161,,79,171,-81.18,30.93,,,127.59,100.41,120.37,1069,4.93,19.15,218.76,3,31.87,28.27,26.85,461,15.11,23.8,224.6,1,19,19,,
5,2024/4/25 16:40,12,119.8484,31.71161,,79,171,-86.53,28.47,,,368.24,315.23,335.64,1256,8.44,22.65,243.36,2.58,76.02,68.51,64.83,540,13.32,20.85,234.3,1,19,23,,
6,2024/4/25 16:40,12,119.8484,31.71161,,79,171,-86.74,30.11,,,585.73,560.69,531.88,1256,7.64,22.79,242.4,2.38,108.54,100.62,92.59,540,14.62,23.07,233.17,1,19,20,,
7,2024/4/25 16:40,12,119.8484,31.71161,,79,171,-87.1,29.04,,,732.58,665.23,670,1255,5.73,25.64,242.89,3,117.04,99.58,100.49,540,13.91,22.41,238.4,1,19,25,,
8,2024/4/25 16:40,12,119.8484,31.71161,0,79,171,-89.94,29.3,,,774.47,709.1,713.64,1256,6.85,26.19,242.75,3,121.09,100.57,104.31,540,12.29,22.02,245.18,1,19,25,,
9,2024/4/25 16:40,12,119.8484,31.71161,0,79,171,-85.79,30.68,,,815.63,742.46,748.17,1256,10.54,24.54,243.48,2.91,123.65,105.56,106.94,540,13.51,22.98,245.37,1,19,25,,
10,2024/4/25 16:40,12,119.8484,31.71161,0,79,171,-85.15,30.62,,,820.76,737.06,742.21,1256,7.84,25.59,241.52,2.23,124.54,106.5,107.9,540,14.39,22.41,245.26,1,19,25,,
