KeyID,Time,Altitude,Longitude,Latitude,Speed,NR Band,NR PCI,SS-RSRP,SS-SINR,Neighbor Cell PCI,Neighbor Cell RSRP,NR PHY Throughput DL(Mbps),NR PDCP Throughput DL(Mbps),NR MAC Throughput DL(Mbps),NR DL Grant Count,NR PDSCH BLER,NR DL Avg MCS,PRB Num DL/slot,NR DL Avg RI,NR PHY Throughput UL(Mbps),NR PDCP Throughput UL(Mbps),NR MAC Throughput UL(Mbps),NR UL Grant Count,NR PUSCH BLER,NR UL Avg MCS,PRB Num UL/slot,NR UL Avg RI,NR PUSCH Txpower,NR SRS Txpower,Ping Delay,Ping Jitter
"1",2024/3/18 15:01:58,"","119.84828","31.7116666666667","","79","171","-80.48","28.33","180","-105.96","","0.05","","39","0","2.56","4.1","2.72","0.13","","0.13","38","0","25.56","3","1","7","25","",""
"2",2024/3/18 15:01:59,"","119.84828","31.7116666666667","","79","171","-80.75","27.36","180","-113.24","0.09","0.05","0.06","49","0","2.26","3.26","2.44","0.15","0.02","0.13","63","11.29","25.48","3.27","1","5","25","",""
"3",2024/3/18 15:02:00,"","119.84828","31.7116666666667","","79","171","-90.31","26.17","180","-154.05","26.49","11.88","25.17","599","0","11.51","125.79","2.07","7.44","2.47","5.69","289","23.88","19.53","145.79","1","14","25","",""
"4",2024/3/18 15:02:01,"","119.84826","31.7116666666667","","79","171","-91.09","26.54","192","-111.22","293.68","242.37","263.53","1224","9.22","20.23","238.72","2","36.68","31.14","30.1","540","15.91","17.42","243","1","23","25","",""
"5",2024/3/18 15:02:02,"","119.84826","31.7116666666667","","79","171","-91.18","28.03","192","-104.57","602.05","524.41","541.51","1258","8.74","20.38","243.28","2","66.55","59.41","55.51","540","14.63","16.68","243","1","23","25","",""
"6",2024/3/18 15:02:03,"","119.84826","31.7116666666667","1.36","79","171","-92","25.11","192","-108.27","829.4","723.28","751.03","1262","7.76","20.4","242.36","2","82.87","68.89","70.09","540","13.72","15.77","243","1","23","25","",""
"7",2024/3/18 15:02:04,"","119.84826","31.7116666666667","1.13","79","171","-95.17","26.72","192","-145.60","828.47","741.49","744.65","1262","10.67","19.72","241.19","2.07","86.86","72.91","74.45","540","12.96","19.95","243","1","21","25","",""
"8",2024/3/18 15:02:05,"","119.84826","31.7116666666667","0.97","79","171","-94.78","25.72","192","-127.58","808.97","726.76","730.08","1258","7.82","24.96","242.2","2","92.56","80.42","80.14","540","12.17","20.1","243","1","21","25","",""
"9",2024/3/18 15:02:06,"","119.84826","31.7116666666667","0.85","79","171","-91.41","27.88","192","-127.58","783.34","707.43","713.5","1260","6.82","24.34","242.76","2","101.12","84.95","87.66","540","13.83","20.5","243","1","21","25","",""
"10",2024/3/18 15:02:07,"","119.84826","31.7116666666667","0.75","79","171","-89.37","27.71","","","785","709.03","718.6","1259","8.35","25.25","243.21","2","102.58","86.99","87.64","540","18.16","19.9","245.42","1","22","25","",""
"11",2024/3/18 15:02:08,"","119.84826","31.7116666666667","0.68","79","171","-90.54","27.04","","","795.82","714.48","724.95","1260","9.8","25.42","243.91","2","104.15","85.18","86.85","540","17.96","19.16","246","1","22","25","",""
"12",2024/3/18 15:02:09,"","119.84826","31.7116666666667","0.69","79","171","-92.45","25.33","","","800.88","718.38","723.05","1258","8.58","24.57","243.8","2","100.74","83.02","83.03","540","16.35","17.89","245.96","1","22","25","",""
"13",2024/3/18 15:02:10,"","119.84826","31.7116666666667","0.68","79","171","-94.14","24.09","","","784.19","702.04","708.63","1260","7.54","22.91","245.26","2","97.72","81.24","81.13","540","15.6","18.46","245.95","1","22","25","",""
