KeyID,Time,Altitude,Longitude,Latitude,Speed,NR Band,NR PCI,SS-RSRP,SS-SINR,Neighbor Cell PCI,Neighbor Cell RSRP,NR PHY Throughput DL(Mbps),NR PDCP Throughput DL(Mbps),NR MAC Throughput DL(Mbps),NR DL Grant Count,NR PDSCH BLER,NR DL Avg MCS,PRB Num DL/slot,NR DL Avg RI,NR PHY Throughput UL(Mbps),NR PDCP Throughput UL(Mbps),NR MAC Throughput UL(Mbps),NR UL Grant Count,NR PUSCH BLER,NR UL Avg MCS,PRB Num UL/slot,NR UL Avg RI,NR PUSCH Txpower,NR SRS Txpower,Ping Delay,Ping Jitter
1,2024/3/20 11:12,6,119.84809,31.71165,,79,171,-84.34,29.23,,,,,,12,0,2.25,1.58,2.4,0.07,,0.07,7,0,19.85,3,1,4,21,,
2,2024/3/20 11:12,6,119.84808,31.71165,,79,171,-85.75,28.67,,,0.1,0.1,0.09,41,0,5.06,4.19,2.55,0.15,,0.15,28,0,22.33,3.52,1,6,24,,
3,2024/3/20 11:12,6,119.84807,31.71165,,79,171,-86.52,28.27,,,0.06,0.11,0.05,89,0,7.08,3.26,2.2,0.12,0.02,0.12,31,3.84,23.03,9.9,1,7,22,,
4,2024/3/20 11:12,7,119.84807,31.71165,,79,171,-87.94,27.25,,,118.52,137.29,108.62,1091,6.58,19.38,199.45,2.07,26.5,22.67,23.38,460,12.11,20.64,213.39,1,19,21,,
5,2024/3/20 11:12,6,119.84806,31.71165,,79,171,-90.13,23.89,,,384.3,386.46,344.8,1406,9.56,21.64,244.4,2,68.37,59.51,58.78,600,16.33,18.13,246,1,22,22,,
6,2024/3/20 11:12,6,119.84805,31.71165,,79,171,-89.01,26.35,,,659.7,576.51,587.16,1404,10.4,21.71,242.16,2,93.26,92.58,80.66,600,12.04,17.9,245.21,1,22,23,,
7,2024/3/20 11:12,7,119.84805,31.71165,,79,171,-92.36,24.86,,,755.17,669.17,671.72,1406,8.46,21.79,241.76,2,104.5,87.99,90.73,600,11,18.8,243,1,23,22,,
8,2024/3/20 11:12,7,119.84804,31.71165,2.84,79,171,-90.85,26.07,,,766.97,684.09,685.74,1406,8.6,23.1,243.4,2,108.97,93.07,95.24,600,12.54,21.28,243,1,21,21,,
9,2024/3/20 11:12,7,119.84803,31.71165,2.92,79,171,-88.04,28.46,,,797.41,706.42,716.41,1406,10.47,23.58,241.78,2.08,115.08,99.55,99.07,600,17.16,21.04,243.6,1,21,20,,
10,2024/3/20 11:12,7,119.84802,31.71164,3.22,79,171,-89.24,26.66,,,802.82,706.41,717.16,1406,10.24,21.66,241.65,2.07,113.37,96.19,95.56,600,16.02,17.54,246,1,22,21,,
