56,26,180,171,147,192,,,,
56,26,147,171,192,180,,,,
56,26,147,171,180,192,,,,
56,26,147,171,192,180,,,,
56,26,180,147,171,192,,,,
56,26,180,171,147,192,,,,
56,180,147,171,192,26,,,,
56,159,171,147,192,180,144,26,,
56,171,180,159,26,192,147,144,,
56,180,159,171,26,192,147,144,,
56,159,180,171,192,147,,,,
56,180,171,159,192,,,,,
56,180,171,192,159,,,,,
56,171,180,26,192,,,,,
56,180,171,26,192,,,,,
56,180,171,26,192,,,,,
56,180,171,26,,,,,,
56,180,171,26,192,,,,,
56,180,171,26,192,,,,,
56,180,171,26,192,,,,,
56,180,171,192,26,,,,,
56,180,171,55,192,26,,,,
56,180,171,55,192,26,,,,
56,180,171,192,26,,,,,
56,180,171,192,,,,,,
180,56,171,192,,,,,,
56,180,171,192,,,,,,
180,56,171,,,,,,,
180,171,56,,,,,,,
180,171,56,192,,,,,,
180,171,56,192,,,,,,
180,171,56,192,,,,,,
180,171,192,,,,,,,
180,171,192,,,,,,,
180,171,192,,,,,,,
180,171,55,159,192,,,,,
180,171,159,192,,,,,,
70,171,159,192,,,,,,
70,171,159,192,,,,,,
70,171,159,192,,,,,,
70,171,56,159,192,,,,,
70,171,192,56,,,,,,
70,171,56,,,,,,,
70,171,55,,,,,,,
70,171,55,61,,,,,,
70,171,55,192,61,,,,,
70,171,55,61,192,,,,,
70,171,55,192,,,,,,
70,171,55,,,,,,,
70,171,56,55,,,,,,
70,56,171,55,,,,,,
70,56,171,26,55,,,,,
55,70,171,56,26,,,,,
55,70,171,56,26,,,,,
55,70,56,171,73,,,,,
55,70,56,171,73,,,,,
55,70,171,73,,,,,,
55,70,171,,,,,,,
55,70,171,,,,,,,
55,70,171,,,,,,,
55,70,171,,,,,,,
55,171,70,,,,,,,
55,70,171,61,,,,,,
55,70,171,61,,,,,,
55,70,171,61,73,,,,,
55,70,171,61,73,,,,,
55,70,73,61,171,,,,,
55,70,61,73,171,,,,,
55,70,61,,,,,,,
55,70,61,,,,,,,
55,171,70,61,192,,,,,
55,171,61,192,,,,,,
55,171,70,61,192,67,,,,
55,73,171,70,61,67,,,,
55,73,171,70,61,192,67,,,
55,73,171,61,70,192,67,,,
55,73,70,61,67,171,,,,
73,180,192,61,70,171,67,,,
73,171,180,192,61,70,67,219,,
171,70,73,180,61,219,67,,,
171,73,70,180,61,219,67,,,
171,73,70,180,219,,,,,
73,171,70,219,180,,,,,
73,171,70,180,219,,,,,
73,171,70,180,219,,,,,
