KeyID,Time,Altitude,Longitude,Latitude,Speed,NR Band,NR PCI,SS-RSRP,SS-SINR,Neighbor Cell PCI,Neighbor Cell RSRP,NR PHY Throughput DL(Mbps),NR PDCP Throughput DL(Mbps),NR MAC Throughput DL(Mbps),NR DL Grant Count,NR PDSCH BLER,NR DL Avg MCS,PRB Num DL/slot,NR DL Avg RI,NR PHY Throughput UL(Mbps),NR PDCP Throughput UL(Mbps),NR MAC Throughput UL(Mbps),NR UL Grant Count,NR PUSCH BLER,NR UL Avg MCS,PRB Num UL/slot,NR UL Avg RI,NR PUSCH Txpower,NR SRS Txpower,Ping Delay,Ping Jitter
"1",2024/3/1 11:03:39,"4","119.84828","31.71162","","79","171","-82.25","5.55","302;73","-84.49;-98.83","","","","10","0","0","4.2","3","","","","0","","","","","","26","",""
"2",2024/3/1 11:03:40,"4","119.84828","31.71162","","79","171","-80.64","8.97","302;73","-86.41;-100.20","0.06","0.05","0.05","40","0","4.08","5.3","3","0.24","0.02","0.24","20","0","25.3","3.65","1","8","25","",""
"3",2024/3/1 11:03:41,"4","119.84828","31.71162","","79","171","-77.64","9.99","302;73","-87.88;-95.43","24.86","32.07","23.23","552","3.38","14.51","138.97","2.9","16.63","1.19","13.77","217","11.76","25.11","155.11","1","6","17","",""
"4",2024/3/1 11:03:42,"4","119.84828","31.71161","","79","171","-77.13","12.47","302;82;73","-76.80;-89.94;-92.78","169.21","156.36","150.96","1258","9.71","18.79","243.77","3","59.93","49.45","53.42","540","8.64","25.21","245.97","1","19","17","",""
"5",2024/3/1 11:03:43,"5","119.84828","31.71161","","79","171","-75.6","11.83","302;73;82","-84.90;-94.70;-95.00","335.29","317.95","300.84","1262","8.16","20.95","242.2","3","112.78","101.25","97.89","540","15.14","25.55","246","1","18","16","",""
"6",2024/3/1 11:03:44,"4","119.84828","31.71161","","79","171","-75.09","12.13","302;82;73","-79.26;-93.04;-93.96","443.02","390.9","398","1264","10.49","20.44","241.36","3","145.86","125.66","126.76","540","13.48","25.77","246","1","18","17","",""
"7",2024/3/1 11:03:45,"4","119.84828","31.71161","","79","171","-74.96","12.26","302;73","-81.35;-91.49","457.63","409.56","408.18","1262","8.55","20.68","244.16","2.92","147.97","126.22","128.51","540","9.27","26.03","245.98","1","18","16","",""
"8",2024/3/1 11:03:46,"4","119.84828","31.71161","0.66","79","171","-74.54","10.44","302;73","-74.40;-96.73","447.78","391.87","397.68","1262","9.32","19.4","242.28","2.91","148.79","131.19","133.68","540","6.55","25.98","246","1","16","14","",""
"9",2024/3/1 11:03:47,"4","119.84828","31.71161","0.57","79","171","-77.32","12.09","302;73","-86.73;-96.00","423.7","376.6","380.06","1262","4.95","16.97","242.63","2.15","146.88","134.26","132.99","540","12.12","24.96","246","1","18","16","",""
"10",2024/3/1 11:03:48,"4","119.84828","31.71161","0.5","79","171","-82.35","7.7","302;73","-87.30;-101.73","397.98","358.2","360.3","1258","8.28","18.16","243.87","2.41","139.7","123.89","124.48","538","14.34","23.31","246","1","19","20","",""
