KeyID,Time,Altitude,Longitude,Latitude,Speed,NR Band,NR PCI,SS-RSRP,SS-SINR,Neighbor Cell PCI,Neighbor Cell RSRP,NR PHY Throughput DL(Mbps),NR PDCP Throughput DL(Mbps),NR MAC Throughput DL(Mbps),NR DL Grant Count,NR PDSCH BLER,NR DL Avg MCS,PRB Num DL/slot,NR DL Avg RI,NR PHY Throughput UL(Mbps),NR PDCP Throughput UL(Mbps),NR MAC Throughput UL(Mbps),NR UL Grant Count,NR PUSCH BLER,NR UL Avg MCS,PRB Num UL/slot,NR UL Avg RI,NR PUSCH Txpower,NR SRS Txpower,Ping Delay,Ping Jitter
"1",2024/3/1 16:17:35,"11","119.84828","31.71166","","79","171","-86.71","4.37","302;73","-87.70;-93.88","","","","5","33.33","0","2.6","2.5","","","","2","","11.5","5","1","13","25","",""
"2",2024/3/1 16:17:36,"11","119.84828","31.71166","","79","171","-89","4.5","302;73","-90.18;-95.77","0.1","0.07","0.07","42","4.76","1.13","17.76","2.88","0.11","","0.11","25","0","18.6","3.73","1","10","25","",""
"3",2024/3/1 16:17:37,"12","119.84828","31.71166","","79","302","-89.6","3.43","171;73;82","-91.42;-93.78;-97.35","0.07","0.04","0.05","68","4.16","4.62","10.5","2.11","0.08","0.02","0.06","25","55","17.11","6.84","1","18","25","",""
"4",2024/3/1 16:17:38,"12","119.84828","31.71166","","79","302","-90.35","4.26","171;73;82","-84.95;-92.70;-101.92","0.27","0.15","0.15","182","11.04","4.75","6.23","2.5","0.22","0.02","0.19","73","5.97","19.13","9.47","1","16","25","",""
"5",2024/3/1 16:17:39,"12","119.84828","31.71166","","79","302","-90.05","2.19","171;73;82","-89.72;-90.30;-100.33","22.98","20.9","18.49","916","19.15","5.29","210.06","2.08","13.24","6.08","11.11","417","16","13.71","221.97","1","22","25","",""
"6",2024/3/1 16:17:40,"12","119.84828","31.71166","","79","302","-92.53","2.02","171;73;82","-86.55;-93.20;-138.24","90.9","83.03","79.62","1324","8.02","6.28","242.68","2.07","43.2","22.63","36.06","585","15.06","15.67","242.2","1","23","25","",""
"7",2024/3/1 16:17:41,"12","119.84828","31.71166","","79","302","-91.65","4.15","171;73","-88.20;-93.52","203.19","167.87","178.11","1378","9.59","9.88","243.7","2.16","70.14","47.63","58.67","594","15.73","16.42","243","1","23","25","",""
"8",2024/3/1 16:17:42,"12","119.84828","31.71166","0","79","302","-94.79","3.74","171;73","-91.18;-93.66","297.61","252.17","263.65","1378","9.65","11.39","240.13","2","83.81","71.63","71.59","599","10.3","14.42","243","1","23","25","",""
"9",2024/3/1 16:17:43,"12","119.84828","31.71166","0","79","302","-95.82","2.58","171;73","-89.87;-94.73","312.47","246.47","255.64","1355","31.54","7.79","242.51","2","79.64","68.3","67.95","590","15.34","13.33","243","1","23","25","",""
"10",2024/3/1 16:17:44,"12","119.84828","31.71166","0","79","302","-90.84","3.25","171;73","-88.13;-94.88","242.06","168.63","190.91","1304","19.08","6.3","240.66","2","74.52","64.87","64.79","594","12.3","14.6","243","1","23","25","",""
"11",2024/3/1 16:17:45,"12","119.84828","31.71166","0","79","302","-91.89","0.87","171;73","-92.72;-95.01","137.53","87.3","95.88","1204","29.31","7.74","237.86","2","69.41","60.3","58.98","557","14.64","12.83","243","1","23","25","",""
"12",2024/3/1 16:17:46,"12","119.84828","31.71166","0","79","302","-92.15","1.91","73;171;82","-93.13;-94.18;-98.63","121.04","93.92","96.64","1325","9.27","5.16","241.36","2","67.52","57.58","57.67","593","14.89","12.76","243","1","23","25","",""
