192,171,56,70,85,147,159,,,,
192,85,171,56,70,147,159,,,,
192,70,85,171,147,56,165,159,,,
70,192,171,85,56,302,165,147,159,,
70,171,192,147,302,85,,,,,
171,70,192,85,147,,,,,,
171,70,192,147,85,,,,,,
171,70,192,147,56,67,,,,,
171,70,192,56,147,,,,,,
171,70,192,56,147,,,,,,
171,192,70,56,147,,,,,,
171,192,70,56,147,302,,,,,
171,70,192,147,56,302,,,,,
171,70,192,147,302,56,,,,,
70,171,192,147,56,302,,,,,
70,171,192,147,302,,,,,,
56,171,26,147,192,219,97,,,,
171,56,26,147,192,219,97,,,,
171,26,56,147,192,219,97,,,,
171,26,147,192,219,97,,,,,
171,26,147,192,219,97,,,,,
171,26,85,219,,,,,,,
171,26,85,219,,,,,,,
171,26,85,219,,,,,,,
171,26,85,219,302,,,,,,
171,26,147,85,302,219,,,,,
171,26,147,85,302,61,219,,,,
171,61,56,26,147,85,302,219,,,
171,61,26,147,56,85,302,219,,,
61,171,26,147,56,85,302,219,,,
61,171,26,85,147,56,73,302,219,,
171,61,26,85,147,56,302,73,219,,
171,61,85,56,26,147,302,219,,,
171,56,26,85,147,61,302,219,,,
171,56,26,302,85,61,147,219,97,,
56,171,26,302,61,147,219,85,97,,
26,56,171,302,61,73,219,97,,,
26,302,171,56,85,61,219,97,73,,
26,56,171,302,85,219,97,,,,
26,56,85,171,302,219,97,,,,
26,56,85,171,302,219,97,,,,
56,171,26,85,302,67,192,61,147,219,
56,171,85,26,67,192,61,302,219,147,
56,85,171,302,67,192,61,73,26,219,97
56,61,85,67,26,192,302,171,73,219,97
56,61,67,85,302,192,26,73,219,97,
56,61,302,67,26,85,192,219,73,,
56,61,26,67,192,302,85,219,,,
61,26,67,302,70,192,171,85,,,
26,67,61,70,302,192,171,,,,
26,67,70,192,302,61,85,,,,
67,26,70,192,61,302,85,73,,,
67,61,192,70,302,26,73,85,,,
302,67,70,26,192,61,73,,,,
302,67,70,61,192,26,73,,,,
302,67,61,70,26,192,73,85,,,
302,67,26,70,61,73,85,192,,,
302,26,67,61,70,73,85,192,,,
302,26,67,70,61,73,,,,,
302,26,67,61,70,73,,,,,
302,26,67,61,73,70,,,,,
302,26,61,67,70,73,,,,,
302,26,67,61,73,70,,,,,
302,26,67,61,73,70,,,,,
302,26,67,61,73,70,82,,,,
302,26,67,70,61,73,85,82,192,,
302,67,26,61,70,85,73,192,82,,
302,67,61,26,70,85,192,73,82,,
302,67,61,70,85,26,192,73,,,
302,67,26,85,70,61,192,73,,,
302,67,61,85,26,70,192,73,,,
302,67,61,85,26,192,70,,,,
302,67,61,85,26,192,,,,,
302,67,61,85,26,,,,,,
