171,56,159,,,,,,,,,
171,56,159,,,,,,,,,
171,56,159,,,,,,,,,
171,56,159,,,,,,,,,
171,180,147,56,159,192,,,,,,
171,180,147,56,159,144,192,,,,,
180,171,56,147,159,192,144,,,,,
180,171,56,159,192,147,144,,,,,
56,171,180,159,192,147,,,,,,
180,56,171,159,,,,,,,,
180,171,56,147,192,,,,,,,
180,171,56,147,192,,,,,,,
180,171,56,26,147,192,,,,,,
56,180,171,26,147,,,,,,,
56,180,171,26,147,,,,,,,
56,180,171,26,192,,,,,,,
180,171,56,26,192,,,,,,,
180,171,56,,,,,,,,,
180,171,56,26,,,,,,,,
180,171,26,,,,,,,,,
180,171,,,,,,,,,,
180,171,,,,,,,,,,
180,171,159,,,,,,,,,
180,171,159,,,,,,,,,
180,171,55,159,,,,,,,,
180,171,55,159,,,,,,,,
180,171,55,159,,,,,,,,
180,171,159,55,,,,,,,,
180,171,55,,,,,,,,,
180,171,56,55,192,,,,,,,
180,171,56,55,192,,,,,,,
180,171,56,159,55,192,,,,,,
70,171,56,26,159,,,,,,,
70,171,55,56,159,26,219,,,,,
70,171,55,56,159,26,219,,,,,
70,171,55,56,159,26,219,,,,,
70,171,55,56,159,219,97,,,,,
70,55,171,219,97,56,,,,,,
70,55,171,219,97,,,,,,,
55,70,171,219,,,,,,,,
70,55,171,219,,,,,,,,
70,55,171,219,97,,,,,,,
70,55,171,219,97,,,,,,,
70,171,55,219,97,,,,,,,
70,171,55,219,97,,,,,,,
70,55,171,219,97,,,,,,,
70,55,171,61,219,,,,,,,
70,55,171,61,219,97,,,,,,
70,55,171,61,219,97,,,,,,
70,55,171,61,219,97,,,,,,
55,70,171,61,219,,,,,,,
55,171,61,219,,,,,,,,
171,55,70,61,219,,,,,,,
55,171,70,61,219,,,,,,,
55,171,70,61,219,,,,,,,
55,171,70,219,,,,,,,,
55,171,73,70,61,85,219,,,,,
55,171,73,70,61,85,219,,,,,
55,171,73,70,192,219,97,,,,,
55,171,70,73,219,192,97,,,,,
55,171,70,73,192,219,97,,,,,
171,180,70,73,192,,,,,,,
171,180,70,26,73,192,,,,,,
171,73,180,61,70,26,192,,,,,
171,73,61,70,180,26,85,192,,,,
171,70,61,180,73,192,26,,,,,
171,61,70,73,180,192,26,,,,,
171,61,70,73,180,,,,,,,
171,61,70,73,56,180,,,,,,
171,61,73,70,180,56,,,,,,
171,61,73,180,70,,,,,,,
171,61,73,180,70,,,,,,,
171,61,73,180,70,,,,,,,
61,171,73,180,70,,,,,,,
61,73,171,180,70,,,,,,,
70,171,61,73,180,,,,,,,
61,70,73,171,180,,,,,,,
73,70,171,61,,,,,,,,
73,171,61,70,,,,,,,,
73,171,70,61,180,,,,,,,
73,171,70,61,180,,,,,,,
171,73,61,70,180,,,,,,,
73,171,61,70,,,,,,,,
73,171,61,70,,,,,,,,
73,171,70,61,,,,,,,,
55,61,70,171,219,,,,,,,
55,61,70,171,219,,,,,,,
55,61,70,171,219,,,,,,,
55,61,70,171,219,,,,,,,
55,61,70,171,219,97,,,,,,
55,61,70,171,219,97,,,,,,
61,55,171,70,219,97,,,,,,
55,171,61,70,219,97,,,,,,
55,61,171,70,219,97,,,,,,
61,55,171,70,219,97,,,,,,
55,61,171,70,219,97,,,,,,
55,61,70,171,219,,,,,,,
55,61,70,171,219,,,,,,,
55,61,70,171,219,,,,,,,
55,70,61,171,219,,,,,,,
55,61,70,82,171,219,,,,,,
55,61,70,82,171,219,,,,,,
61,82,55,70,171,219,,,,,,
82,55,70,61,171,219,,,,,,
82,55,61,70,171,219,97,,,,,
82,61,55,70,219,97,171,,,,,
61,55,82,70,171,219,97,,,,,
61,70,55,82,219,97,,,,,,
61,55,70,82,219,97,,,,,,
61,82,55,70,85,219,97,,,,,
61,82,55,70,85,219,97,,,,,
61,82,55,70,85,171,219,97,,,,
61,82,70,85,171,219,97,,,,,
61,82,70,85,219,171,97,,,,,
82,61,70,85,219,97,171,,,,,
82,61,70,219,97,,,,,,,
61,82,70,55,219,97,,,,,,
61,82,70,55,219,97,,,,,,
61,82,70,55,219,97,,,,,,
61,82,70,55,219,97,,,,,,
61,82,70,219,97,,,,,,,
82,61,70,219,97,,,,,,,
82,61,55,70,219,97,,,,,,
61,82,55,70,219,97,,,,,,
61,82,55,70,219,97,,,,,,
61,82,55,70,302,56,219,97,,,,
61,82,55,56,302,70,219,97,,,,
61,82,55,56,70,219,97,,,,,
61,82,55,56,70,302,219,97,,,,
61,55,82,70,302,219,97,,,,,
61,55,82,302,70,56,219,97,,,,
61,55,67,302,56,82,70,219,97,,,
61,55,56,67,302,70,82,219,,,,
61,55,67,56,70,82,302,85,219,,,
61,56,67,70,82,55,85,302,219,97,,
61,67,55,56,70,82,302,219,97,,,
61,55,67,56,302,70,219,,,,,
61,55,67,56,302,70,219,,,,,
61,67,55,56,302,82,70,219,,,,
61,82,67,56,70,55,302,85,219,,,
73,302,82,67,70,56,85,,,,,
73,82,302,67,56,70,85,219,97,,,
82,73,67,56,70,302,85,219,97,,,
82,73,67,70,56,302,85,219,97,,,
82,73,302,67,70,56,85,219,,,,
82,73,302,67,55,56,70,85,219,,,
82,302,73,56,67,55,85,70,219,97,,
82,302,73,67,56,70,55,85,219,97,,
82,302,73,67,56,70,55,85,219,97,,
82,302,73,67,56,55,70,85,219,97,,
