56,165,147,128,192,67,73,26
56,165,147,128,192,67,73,26
56,165,147,128,192,67,73,44
165,56,147,192,128,67,73,44
165,56,147,192,128,67,73,44
165,56,147,192,128,67,44,61
165,56,192,147,128,67,44,61
165,56,192,147,128,67,44,61
165,56,192,147,128,67,44,61
165,56,192,147,128,67,44,61
165,56,192,147,128,67,44,61
165,56,192,147,128,67,44,61
165,56,192,147,128,67,44,61
165,56,192,147,128,67,44,61
165,56,192,147,128,67,44,61
165,56,192,147,128,67,44,61
165,56,192,147,128,67,44,61
56,165,192,147,128,67,73,26
56,165,192,147,128,67,73,26
165,82,192,147,128,67,73,26
165,82,192,147,128,73,26,180
165,192,82,147,128,73,26,180
165,192,82,147,128,73,26,180
165,192,147,82,128,73,26,180
165,192,147,82,128,73,26,180
165,147,192,82,128,73,26,180
165,147,192,82,128,73,26,180
165,147,192,82,128,73,26,180
165,192,147,82,128,73,26,180
165,192,147,82,128,73,26,180
165,192,147,82,128,73,26,180
192,165,147,128,82,73,26,180
192,165,147,128,73,26,180,44
192,165,147,128,73,26,180,44
192,165,147,128,73,26,180,44
192,165,147,128,73,26,180,44
192,165,147,128,73,26,180,44
192,165,147,128,73,26,180,44
192,165,147,128,73,26,180,44
192,165,147,128,73,26,180,44
192,165,147,128,73,26,180,44
165,192,147,128,73,26,180,44
165,192,147,128,73,26,180,44
165,192,147,128,73,26,180,44
192,147,56,128,73,26,180,44
192,56,147,128,44,61,159,73
192,56,147,128,44,61,159,82
192,56,147,128,82,302,171,44
192,56,147,128,82,302,171,44
56,192,147,128,82,302,171,44
56,192,147,128,26,82,302,171
56,192,147,128,26,82,302,171
56,147,192,128,26,82,302,171
56,147,192,128,26,82,302,171
56,192,147,128,26,82,302,171
56,192,147,128,26,82,302,171
192,56,147,128,26,82,302,171
56,147,26,128,165,44,61,159
56,26,147,128,165,44,61,159
26,56,147,128,165,44,61,159
26,56,147,128,165,44,61,159
26,56,147,128,165,44,61,159
26,56,147,128,165,44,61,159
26,56,147,128,165,44,61,159
26,56,147,128,165,44,61,159
26,56,147,128,165,44,61,159
26,56,147,128,165,44,61,159
26,56,147,128,165,302,44,61
26,56,128,147,165,302,44,61
26,56,128,147,165,302,44,61
26,56,128,147,165,302,44,61
26,56,128,147,302,165,44,61
26,56,128,147,302,165,44,61
26,56,128,147,302,165,44,61
26,56,128,147,302,165,44,61
26,56,128,147,302,165,44,61
26,56,128,147,302,165,44,61
26,302,56,128,147,165,44,61
26,302,56,128,147,165,44,61
26,302,56,128,147,165,44,61
26,302,56,128,147,165,44,61
26,302,56,128,147,44,61,159
26,302,56,128,147,44,61,159
302,26,56,128,147,44,61,159
302,26,56,128,147,44,61,159
302,26,56,147,128,44,61,159
302,26,147,56,128,44,61,159
26,192,147,56,128,44,61,159
