171,73,70,56,302,55,85,,
171,73,70,302,55,85,,,
171,302,73,70,55,85,,,
302,70,73,171,55,,,,
302,70,73,171,56,,,,
70,302,73,56,171,,,,
302,70,56,73,171,,,,
302,70,73,171,,,,,
70,56,302,171,73,55,,,
302,56,70,171,73,55,,,
302,56,70,171,73,55,,,
302,56,70,55,73,171,67,,
302,56,70,55,73,67,171,,
56,70,302,67,73,171,,,
56,70,73,302,171,67,26,82,
56,70,302,73,67,171,26,82,
56,302,73,70,67,26,82,,
56,73,70,302,67,26,82,,
56,73,70,302,26,67,,,
56,73,70,302,67,26,,,
56,73,70,302,67,26,171,,
56,73,70,67,302,26,82,171,
56,73,67,70,302,26,82,,
56,73,67,302,70,26,,,
73,67,302,56,70,26,171,,
302,67,73,56,70,26,171,,
302,73,67,56,70,26,,,
302,67,73,56,70,26,192,,
302,67,73,56,70,26,192,,
302,67,73,56,70,26,,,
302,67,73,56,70,26,82,,
302,67,73,56,70,26,,,
302,67,73,70,26,,,,
302,67,70,26,73,,,,
61,67,70,73,26,171,,,
61,67,26,73,171,70,82,,
67,61,85,73,171,26,70,82,
67,61,85,56,73,171,,,
67,61,85,56,,,,,
67,61,85,56,,,,,
61,85,67,56,,,,,
61,85,67,56,,,,,
85,61,56,,,,,,
61,85,56,70,,,,,
61,85,56,70,,,,,
61,85,56,,,,,,
61,85,70,56,,,,,
85,61,56,70,,,,,
85,61,56,70,,,,,
85,61,70,56,,,,,
85,61,56,70,,,,,
67,85,61,56,70,,,,
85,26,56,67,61,70,,,
85,56,67,26,61,44,70,,
85,67,61,26,70,56,44,,
67,85,44,61,70,,,,
67,85,44,61,70,,,,
67,85,44,70,61,56,,,
85,67,44,70,56,61,,,
85,44,67,56,70,,,,
85,44,70,67,56,,,,
85,67,44,70,56,,,,
67,85,70,44,56,,,,
67,85,70,44,56,,,,
67,70,85,56,44,,,,
67,85,70,44,56,,,,
67,44,85,70,56,61,,,
67,44,70,85,61,56,,,
26,67,44,70,61,56,85,,
26,61,44,67,70,56,85,,
56,67,26,61,44,85,70,,
26,67,61,44,56,85,70,,
85,26,67,44,61,70,56,,
67,44,26,61,85,70,,,
67,26,44,61,85,70,,,
85,44,61,67,26,70,,,
67,85,44,26,61,56,70,,
67,44,85,26,61,70,56,,
67,44,85,26,61,70,56,,
44,85,67,61,56,70,,,
44,85,67,147,61,56,70,,
67,44,85,147,70,61,56,,
44,67,85,70,147,56,,,
44,67,85,,,,,,
44,67,85,,,,,,
67,44,85,,,,,,
44,67,85,,,,,,
44,67,85,,,,,,
44,67,85,,,,,,
44,85,67,,,,,,
44,85,67,,,,,,
44,85,67,192,,,,,
44,85,67,192,,,,,
44,85,56,67,192,,,,
44,85,26,56,67,192,,,
44,85,26,56,67,192,,,
44,85,26,56,67,192,,,
44,85,26,56,67,192,,,
44,85,26,56,67,,,,
44,85,26,67,,,,,
44,85,26,67,,,,,
44,67,85,26,,,,,
302,26,67,85,,,,,
302,67,85,26,192,,,,
302,67,26,85,192,,,,
302,192,85,67,26,,,,
302,67,85,26,192,,,,
67,302,192,26,85,,,,
67,192,302,26,,,,,
67,192,302,85,26,,,,
192,302,67,85,26,,,,
192,302,85,67,26,,,,
302,85,192,26,67,,,,
302,85,26,192,67,,,,
302,192,85,26,67,,,,
302,85,192,26,,,,,
302,85,26,192,,,,,
302,85,192,26,,,,,
192,302,85,26,,,,,
192,85,302,26,,,,,
192,302,85,26,,,,,
192,302,85,26,,,,,
85,302,192,26,,,,,
85,302,192,26,,,,,
85,302,192,26,,,,,
85,302,26,192,,,,,
85,302,26,192,,,,,
85,302,26,192,,,,,
85,302,26,192,,,,,
85,302,26,192,,,,,
85,302,26,192,50,,,,
85,302,192,26,50,,,,
85,302,192,26,50,,,,
85,192,302,26,,,,,
85,192,302,26,,,,,
85,192,302,,,,,,
192,85,302,26,,,,,
192,302,85,26,,,,,
192,302,85,26,,,,,
302,192,85,26,,,,,
302,192,85,26,,,,,
192,302,85,26,,,,,
192,302,85,26,,,,,
192,85,302,56,26,,,,
192,85,302,26,56,,,,
192,85,302,56,26,,,,
85,44,302,26,128,219,56,,
85,44,302,26,147,128,219,97,56
44,85,302,26,147,219,97,,
85,44,302,147,26,219,97,,
85,44,302,128,219,97,26,,
85,44,56,147,302,128,219,97,
85,44,56,147,128,219,302,97,
85,44,56,147,26,219,302,,
85,44,56,26,147,50,219,,
85,44,56,26,147,50,219,,
85,44,56,26,147,302,219,97,
44,85,56,147,26,302,219,97,
85,44,56,26,147,302,219,97,
85,44,56,26,147,302,159,219,97
85,44,56,26,147,159,302,219,97
85,44,56,26,147,302,219,97,
85,44,56,26,147,302,159,219,97
85,44,56,26,147,302,159,219,97
44,26,56,159,302,147,219,97,
44,26,56,147,302,159,219,97,
56,26,147,159,44,302,219,97,
85,44,56,26,147,159,302,219,97
85,56,26,44,147,302,159,219,97
26,56,85,44,147,159,302,219,97
56,26,44,85,147,159,302,219,97
56,26,147,44,85,159,302,219,97
26,56,147,44,85,302,219,97,159
26,56,147,44,85,302,159,219,97
26,147,56,302,44,85,159,219,97
56,26,147,302,44,85,159,219,97
26,56,147,85,302,44,159,97,219
26,56,147,44,302,85,159,219,97
26,56,147,302,44,85,159,219,97
26,56,147,44,302,85,159,219,97
26,56,147,159,302,85,44,219,97
26,56,159,302,219,97,147,,
56,128,302,159,147,219,97,26,
56,128,302,159,26,219,97,,
56,128,302,147,159,219,97,26,
56,128,147,302,219,97,,,
56,128,302,147,219,97,,,
56,128,302,219,97,,,,
56,159,128,302,171,219,97,,
56,302,128,159,171,147,219,97,
56,159,302,147,171,219,97,,
56,159,171,302,147,44,26,219,97
56,147,159,302,171,44,26,219,97
56,159,147,44,26,219,97,,
56,159,147,44,26,85,219,97,
56,159,147,44,85,26,219,97,
56,147,159,44,26,85,219,97,
56,159,147,44,26,85,219,97,
159,56,147,44,26,85,219,97,
159,56,147,44,26,85,219,97,
159,56,147,44,26,219,97,85,179
159,147,56,26,44,219,171,179,97
159,147,56,26,44,179,171,219,97
159,147,56,26,44,219,97,,
159,147,56,26,44,219,97,,
159,147,26,56,44,219,97,,
159,147,56,26,44,219,97,,
159,147,26,56,44,219,97,,
159,147,26,44,56,219,97,,
159,147,56,26,219,97,,,
159,147,56,26,219,97,,,
159,147,56,26,219,97,,,
159,147,56,26,219,97,,,
159,147,56,26,219,97,,,
159,147,56,26,219,97,,,
159,147,56,26,179,219,97,,
159,147,56,26,179,219,97,,
159,147,56,26,179,219,97,,
159,147,56,26,219,97,,,
159,147,56,26,85,219,97,,
147,159,56,26,85,219,97,,
147,159,56,26,85,219,97,,
159,147,56,26,85,219,97,,
159,147,56,26,179,85,219,97,
159,147,56,26,85,219,97,179,
159,147,56,26,85,219,97,,
159,147,26,56,85,219,97,,
159,147,26,56,85,219,97,,
159,147,26,56,219,97,,,
159,147,26,56,219,97,,,
159,147,26,56,219,97,,,
159,147,26,56,219,97,,,
147,26,192,56,,,,,
26,147,192,56,179,,,,
147,26,192,56,179,,,,
147,26,56,192,179,,,,
147,26,56,192,85,179,,,
147,26,192,56,179,85,,,
147,26,56,192,179,,,,
147,26,56,192,171,179,,,
147,26,192,56,171,179,,,
147,26,192,56,171,179,,,
171,147,26,192,56,85,179,,
171,147,26,70,192,56,85,179,
147,171,26,192,70,56,85,,
171,147,26,56,192,70,85,,
171,147,56,70,192,85,,,
171,147,26,56,70,192,,,
171,147,70,56,192,26,,,
171,147,56,70,192,,,,
171,147,70,56,192,,,,
171,147,70,26,56,192,,,
171,147,70,26,56,85,192,,
171,70,147,56,85,192,,,
171,70,147,56,192,,,,
56,171,70,147,192,302,,,
56,171,147,70,26,302,192,,
56,171,147,70,26,192,302,,
56,171,147,70,192,26,,,
56,171,147,70,192,302,,,
56,171,70,147,192,302,,,
56,70,171,147,192,302,,,
56,70,171,147,192,,,,
56,70,171,147,192,,,,
56,70,171,147,192,,,,
56,70,171,26,147,192,,,
56,70,171,147,192,26,,,
171,56,180,26,70,192,147,,
171,26,56,180,70,147,,,
171,56,26,180,70,192,,,
171,70,56,26,192,180,302,,
171,56,70,26,192,180,,,
