KeyID,Time,Altitude,Longitude,Latitude,Speed,NR Band,NR PCI,SS-RSRP,SS-SINR,Neighbor Cell PCI,Neighbor Cell RSRP,NR PHY Throughput DL(Mbps),NR PDCP Throughput DL(Mbps),NR MAC Throughput DL(Mbps),NR DL Grant Count,NR PDSCH BLER,NR DL Avg MCS,PRB Num DL/slot,NR DL Avg RI,NR PHY Throughput UL(Mbps),NR PDCP Throughput UL(Mbps),NR MAC Throughput UL(Mbps),NR UL Grant Count,NR PUSCH BLER,NR UL Avg MCS,PRB Num UL/slot,NR UL Avg RI,NR PUSCH Txpower,NR SRS Txpower,Ping Delay,Ping Jitter
"1",2024/4/18 16:29:39,"6","119.84804","31.71171","","79","171","-80.18","31.41","180","-109.87","","","","35","0","4.08","6.28","2.75","0.22","","0.22","22","0","25.22","3.36","1","12","26","",""
"2",2024/4/18 16:29:40,"5","119.84804","31.7117","","79","171","-78.48","37.03","180","-99.57","0.06","0.06","0.06","39","0","0.14","4","3","0.07","0.02","0.07","22","0","25","3","1","11","26","",""
"3",2024/4/18 16:29:41,"6","119.84803","31.7117","","79","171","-74.53","34.89","180","-155.60","0.24","0.17","0.19","214","0","10.27","7.78","3","0.28","0.08","0.28","72","1.72","25.32","8.05","1","5","19","",""
"4",2024/4/18 16:29:42,"6","119.84803","31.7117","","79","171","-82.3","31.69","180","-155.79","63.91","55.21","57.56","783","0","16.94","157.12","2.84","46.87","29.07","41.55","529","11.29","25.22","242.44","1","19","19","",""
"5",2024/4/18 16:29:43,"6","119.84803","31.7117","","79","171","-76.5","33.65","180","-112.37","272.37","245.77","249.73","1080","3.39","25.7","220.89","2.75","113.77","81.1","101.88","540","9.31","25.26","245.99","1","19","17","",""
"6",2024/4/18 16:29:44,"6","119.84803","31.7117","","79","171","-75.58","33.85","180","-110.13","625.53","546.67","578.53","1241","5.9","26.73","241.82","2.92","142.93","111.21","128.71","540","9.51","25.31","245.94","1","19","18","",""
"7",2024/4/18 16:29:45,"6","119.84803","31.7117","","79","171","-71.32","34.7","180","-155.70","766.29","637.66","676.75","1259","19.63","22.7","237.32","2.33","143.53","129.13","127.02","540","15.82","24.87","245.96","1","15","13","",""
"8",2024/4/18 16:29:46,"6","119.84802","31.7117","1.89","79","171","-77.43","35.48","180","-155.70","767.75","670.24","674.05","1262","6.61","22.99","242.85","2","142.5","123.16","125.24","540","12.17","24.86","246","1","19","19","",""
"9",2024/4/18 16:29:47,"6","119.84802","31.7117","1.61","79","171","-78.05","36.61","","","749.44","648.22","653.95","1264","6.73","24.67","242.42","2","139.2","118.38","117.93","540","18.99","23.57","245.68","1","19","19","",""
"10",2024/4/18 16:29:48,"6","119.84803","31.7117","1.84","79","171","-75.77","35.96","","","765.8","697.45","702.25","1264","8.33","24.91","241.11","2","134.11","111.47","115.32","540","9.96","23.03","245.52","1","19","19","",""
"11",2024/4/18 16:29:49,"6","119.84803","31.7117","1.63","79","171","-77.89","36.32","","","804.69","721.12","730.37","1260","9.42","25.98","241.05","2","130.1","112.81","112.57","540","10.47","23.36","244.07","1","19","19","",""
"12",2024/4/18 16:29:50,"6","119.84803","31.7117","1.46","79","171","-74.27","36.26","","","805.02","732.46","736.67","1260","7.45","25.97","239.27","2","128.38","114.65","113.74","540","10.48","22.89","241.49","1","19","20","",""
"13",2024/4/18 16:29:51,"6","119.84803","31.7117","1.05","79","171","-75.18","35.68","","","822.99","744.48","749.96","1261","9.11","26.09","242.34","2","125.93","111.43","112.38","540","10","22.37","239.17","1","19","21","",""
"14",2024/4/18 16:29:52,"6","119.84803","31.7117","0.68","79","171","-74.14","35.93","","","826.32","747.19","752.83","1259","7.7","26.26","242.59","2","124.72","109.05","111.2","540","10.69","22.94","244.21","1","19","20","",""
"15",2024/4/18 16:29:53,"6","119.84803","31.7117","0.75","79","171","-73.76","36.03","","","829.64","747.79","751.53","1256","7.57","26.39","238.74","2","124.85","110.77","110.8","540","12.06","22.86","245.39","1","19","19","",""
"16",2024/4/18 16:29:54,"6","119.84803","31.7117","0.68","79","171","-73.41","35.71","","","831.18","749.21","756.4","1262","8.49","25.32","242.41","2","127.67","112.32","113.34","540","10.8","23.06","245.78","1","19","19","",""
"17",2024/4/18 16:29:55,"6","119.84803","31.7117","0.75","79","171","-73.38","35.85","","","864.99","786","790.35","1262","6.32","22.92","243.11","2","127","112.25","113.01","540","10.74","22.74","245.75","1","19","19","",""
"18",2024/4/18 16:29:56,"6","119.84803","31.7117","0.68","79","171","-73.78","36.04","","","911.63","822.12","827.49","1264","9.15","22.99","242.19","2","126.75","111.58","113.56","540","9.34","22.59","245.57","1","19","19","",""
"19",2024/4/18 16:29:57,"6","119.84803","31.7117","0.37","79","171","-73.51","36.61","","","954.27","858.61","863.48","1264","8.5","22.65","241.24","2","127.1","113.14","113.84","540","10.59","23.16","245.46","1","19","19","",""
"20",2024/4/18 16:29:58,"6","119.84803","31.7117","0","79","171","-73.96","36.41","","","952.85","856.38","864.4","1258","8.1","23.05","242.24","2","127.79","113.97","114.93","540","8.96","23.14","245.35","1","19","19","",""
"21",2024/4/18 16:29:59,"6","119.84803","31.7117","0","79","171","-73.72","35.47","","","954.34","860.74","865.18","1262","8.21","23.27","241.87","2","128.67","114.33","115.51","540","9.9","23.09","245.71","1","19","19","",""
"22",2024/4/18 16:30:00,"6","119.84803","31.7117","0","79","171","-73.75","35.88","","","960.04","863.24","871.15","1262","8.53","22.73","242.37","2","128.81","114.63","116.36","540","9.15","23.11","245.88","1","19","19","",""
"23",2024/4/18 16:30:01,"6","119.84803","31.7117","0","79","171","-73.75","35.76","","","947.15","852.79","859.3","1262","8.46","22.58","240.21","2","129.2","115.64","116.46","540","9.68","23.18","245.89","1","19","19","",""
"24",2024/4/18 16:30:02,"6","119.84803","31.7117","0","79","171","-73.83","36.38","","","941.01","849.26","855.6","1262","8","22.82","240.73","2","129.27","115.65","116.1","540","11.17","23.1","245.28","1","19","19","",""
"25",2024/4/18 16:30:03,"6","119.84803","31.7117","0","79","171","-73.95","36.11","","","946.44","853.48","860.66","1264","8.35","23.31","240.44","2","128.8","114.42","115.78","540","9.34","23.07","245.88","1","19","19","",""
"26",2024/4/18 16:30:04,"6","119.84803","31.7117","0","79","171","-73.82","36.51","","","957.36","866.84","871.1","1264","8.24","23.26","239.6","2","128.74","114.09","115.36","540","10.33","23.11","245.95","1","19","19","",""
"27",2024/4/18 16:30:05,"6","119.84803","31.7117","0","79","171","-74.14","35.75","","","964.87","873.1","877.89","1262","8.69","23.15","241.38","2","128.94","114.59","115.6","540","10.71","23.07","245.95","1","19","20","",""
"28",2024/4/18 16:30:06,"6","119.84803","31.7117","0","79","171","-73.9","35.41","","","960.21","868.82","872.46","1260","8.37","23.02","242.17","2","127.82","114.22","114.57","540","9.53","22.66","245.9","1","19","19","",""
"29",2024/4/18 16:30:07,"6","119.84804","31.7117","0.37","79","171","-74.18","36.71","","","957.32","863.31","867.83","1260","9.05","22.95","240","2","126.65","113.62","113.94","540","9.55","22.74","245.95","1","19","20","",""
"30",2024/4/18 16:30:08,"6","119.84804","31.7117","0.34","79","171","-74.14","35.94","","","941.11","842.62","851.15","1260","8.67","22.13","243.69","2","126.14","111.77","113.11","540","11.31","22.71","245.9","1","19","20","",""
"31",2024/4/18 16:30:09,"6","119.84804","31.7117","0.34","79","171","-73.72","35.59","","","914.05","805.24","814.24","1262","12.44","22.24","239.06","2.08","127.42","112.41","112.81","540","12.92","23.16","245.94","1","19","19","",""
"32",2024/4/18 16:30:10,"7","119.84804","31.7117","0.34","79","171","-74.57","34.68","","","838.17","761.87","746.16","1264","8.8","23.46","239.91","2.08","127.45","111.81","111.28","540","14.15","22.36","243.81","1","19","20","",""
"33",2024/4/18 16:30:11,"7","119.84804","31.7117","0.37","79","171","-74.27","35.17","","","786.71","692.24","696.3","1262","8.98","23.06","243.22","2.3","124.51","108.39","108.31","540","12.17","21.92","244.49","1","19","21","",""
"34",2024/4/18 16:30:12,"7","119.84806","31.7117","1.02","79","171","-72.59","35.3","","","739.31","664.56","669.62","1258","7.55","23.78","240.25","2.07","125.5","103.93","106.53","540","18.43","23.65","245.89","1","19","18","",""
"35",2024/4/18 16:30:13,"7","119.84807","31.71171","1.54","79","171","-71.25","37.05","","","745.11","681.78","682.88","1260","6.8","24.5","238.88","2.08","129.32","105.5","110.15","540","12.96","23.87","245.51","1","19","17","",""
"36",2024/4/18 16:30:14,"8","119.84808","31.71171","2.09","79","171","-70.86","36.34","","","774.21","700.05","720.24","1262","4.92","25.68","243.2","2","136.77","115.65","117.64","540","9.29","25.11","245.99","1","19","18","",""
"37",2024/4/18 16:30:15,"8","119.84808","31.71171","1.88","79","171","-71","36","","","798.76","731.76","741.12","1260","8.18","25.96","242.43","2","140.12","123.39","124.8","540","9.49","25.17","246","1","19","18","",""
"38",2024/4/18 16:30:16,"8","119.84808","31.71171","2.09","79","171","-70.35","36.04","","","828.61","769.38","775.49","1264","3.21","26.64","241.49","2","142.77","126.05","128.09","540","10.21","25.16","246","1","19","18","",""
"39",2024/4/18 16:30:17,"8","119.84808","31.71171","1.88","79","171","-70.39","36.68","","","835.2","781.56","791","1264","3.25","26.82","242.32","2","142.74","127.29","127.74","540","10.2","25.17","245.72","1","19","18","",""
"40",2024/4/18 16:30:18,"8","119.84808","31.71171","1.72","79","171","-70.6","36.57","","","869.61","816.3","823.77","1264","7.64","22.96","240.98","2","142.81","126.33","127.54","540","10.28","25.13","245.52","1","19","18","",""
"41",2024/4/18 16:30:19,"8","119.84808","31.71171","1.72","79","171","-70.61","36.31","","","898.01","830.39","832.93","1264","8.2","22.46","240.76","2","142.34","126.03","126.78","540","11.02","25.19","245.93","1","19","18","",""
"42",2024/4/18 16:30:20,"8","119.84808","31.71171","1.72","79","171","-70.62","36.38","","","930.83","835.43","846.39","1264","8.86","22.34","242.47","2","142.64","125.7","127.28","540","9.9","25.12","245.99","1","19","18","",""
"43",2024/4/18 16:30:21,"8","119.84808","31.71171","1.54","79","171","-70.68","36.99","","","923.68","834.89","837.55","1260","8.57","22.16","241.98","2","142.46","126.4","126.93","540","10.48","25.18","245.99","1","19","18","",""
"44",2024/4/18 16:30:22,"8","119.84808","31.71171","0.96","79","171","-70.53","36.21","","","912.67","823.76","829.56","1262","7.71","23.05","240.42","2","142.72","126.42","127.9","540","9.68","25.14","245.84","1","19","18","",""
"45",2024/4/18 16:30:23,"8","119.84808","31.71171","0.37","79","171","-70.5","37.11","","","909.21","822.51","827.67","1262","7.72","22.24","242.42","2","142.34","127.25","127.76","540","9.9","25.16","245.92","1","19","18","",""
"46",2024/4/18 16:30:24,"8","119.84808","31.71171","0","79","171","-70.38","36.59","","","912.57","815.59","823.54","1262","9.9","22.19","241.51","2","142.11","126.31","128.08","540","10.18","25.1","245.95","1","19","18","",""
"47",2024/4/18 16:30:25,"8","119.84808","31.71171","0","79","171","-70.31","36.74","","","897.27","799.46","807.19","1260","8.66","25.18","241.6","2","142.2","126.67","127.78","540","10.24","24.96","245.97","1","19","18","",""
"48",2024/4/18 16:30:26,"8","119.84808","31.71171","0","79","171","-70.73","37.1","","","865.28","780.54","781.37","1262","7.98","26.17","242.07","2","141.98","126.82","127.1","540","10.55","25.07","245.83","1","19","18","",""
"49",2024/4/18 16:30:27,"8","119.84808","31.71171","0","79","171","-70.41","36.42","","","842.24","775.66","778.28","1260","3.6","26.75","243.03","2","141.44","126.56","127.08","540","9.39","25.11","245.8","1","19","18","",""
"50",2024/4/18 16:30:28,"8","119.84808","31.71171","0","79","171","-70.3","36.84","","","838","784.67","791.88","1260","4.41","26.86","241.82","2","141.66","126.45","127.2","540","9.92","25.1","245.2","1","19","18","",""
"51",2024/4/18 16:30:29,"8","119.84808","31.71171","0","79","171","-70.21","36.62","","","855.77","807.91","811.39","1260","6.37","24.09","240.96","2","142.21","126.72","128.06","540","9.92","25.12","245.92","1","19","18","",""
"52",2024/4/18 16:30:30,"8","119.84808","31.71171","0","79","171","-70.28","36.6","","","887.1","808.16","816.37","1264","8.71","22.23","239.93","2","142.22","126.71","128.05","540","8.92","25.1","245.89","1","19","18","",""
"53",2024/4/18 16:30:31,"8","119.84808","31.71171","0","79","171","-70.53","36.45","","","885.96","801.04","803.35","1262","9.48","26.19","242.42","2","141.94","126.3","127.71","540","10.28","25.12","245.95","1","19","18","",""
"54",2024/4/18 16:30:32,"8","119.84808","31.71171","0","79","171","-70.97","36.8","","","851.45","764.04","768.21","1258","8.62","25.67","241.29","2","141.6","126.23","127.26","540","10.21","24.9","246","1","19","18","",""
"55",2024/4/18 16:30:33,"8","119.84808","31.71171","0","79","171","-70.76","36.45","","","826.99","748.92","748.95","1262","8.17","26.2","242.88","2","141.83","126.52","127.33","540","10.05","25.09","245.95","1","19","18","",""
"56",2024/4/18 16:30:34,"8","119.84808","31.71171","0","79","171","-71","37.29","","","826.34","743.9","751.54","1260","8.18","26.3","240.69","2","141.79","126.34","127.53","540","9.68","24.99","246","1","19","18","",""
"57",2024/4/18 16:30:35,"8","119.84808","31.71171","0","79","171","-70.57","37.33","","","835.03","753.32","757.34","1260","8.33","26.47","242.58","2","142.21","127.3","128.46","540","9.05","25.17","245.95","1","19","18","",""
