KeyID,Time,Altitude,Longitude,Latitude,Speed,NR Band,NR PCI,SS-RSRP,SS-SINR,Neighbor Cell PCI,Neighbor Cell RSRP,NR PHY Throughput DL(Mbps),NR PDCP Throughput DL(Mbps),NR MAC Throughput DL(Mbps),NR DL Grant Count,NR PDSCH BLER,NR DL Avg MCS,PRB Num DL/slot,NR DL Avg RI,NR PHY Throughput UL(Mbps),NR PDCP Throughput UL(Mbps),NR MAC Throughput UL(Mbps),NR UL Grant Count,NR PUSCH BLER,NR UL Avg MCS,PRB Num UL/slot,NR UL Avg RI,NR PUSCH Txpower,NR SRS Txpower,Ping Delay,Ping Jitter
"1",2024/3/20 14:14:09,"10","119.84815","31.71167","","79","171","-84.55","30.96","","","","","","4","0","0","2.25","2.7","","","","2","","25","3","1","7","26","",""
"2",2024/3/20 14:14:10,"10","119.84815","31.71167","","79","171","-85.33","30.1","","","0.06","0.05","0.05","43","7.31","5.4","1.97","2.69","0.14","0.02","0.1","71","29.41","20.77","3.64","1","6","24","",""
"3",2024/3/20 14:14:11,"10","119.84815","31.71167","","79","171","-85.13","30.95","","","72.71","53.18","66.66","810","4.76","17.25","146.19","2","20.19","10.1","18.35","378","12.39","19.6","171.81","1","19","25","",""
"4",2024/3/20 14:14:12,"10","119.84815","31.71167","","79","171","-84.78","32.82","","","410.59","341.23","367.96","1337","8.97","22.01","232.08","2","57.75","52.44","51.81","600","12.06","19.04","246","1","22","24","",""
"5",2024/3/20 14:14:13,"10","119.84815","31.71167","","79","171","-83.97","33.72","","","714.96","667.6","638.45","1386","9.86","21.96","240.98","2.16","92.25","94.09","83.31","600","9.5","19.02","246","1","22","25","",""
"6",2024/3/20 14:14:14,"10","119.84815","31.71167","","79","171","-83.6","34.15","","","969.01","852.25","864.87","1382","8.61","21.66","239.86","2.07","117.37","104.59","105.63","600","9.98","19.09","246","1","22","25","",""
"7",2024/3/20 14:14:15,"10","119.84815","31.71167","0","79","171","-82.49","33.82","","","996.68","886.51","897.1","1402","7.61","21.95","244.91","2","117.16","105.39","106.05","600","10.33","19.17","246","1","22","25","",""
"8",2024/3/20 14:14:16,"10","119.84815","31.71167","0","79","171","-82.92","34.65","","","997.04","890.71","897.37","1406","8.65","21.41","244.13","2.15","116.54","105.49","105.59","600","9.83","18.89","246","1","22","25","",""
"9",2024/3/20 14:14:17,"10","119.84815","31.71167","0","79","171","-82.76","34.88","","","1005.95","892.74","900.84","1404","11.92","21.52","242.15","2.16","113.78","99.26","100.6","600","15.5","18.55","246","1","22","25","",""
"10",2024/3/20 14:14:18,"10","119.84815","31.71167","0","79","171","-80.05","34.08","","","989.2","878.28","880.99","1403","8.25","21.2","244.1","2.07","115.51","98.06","100.85","600","14.19","21.78","243.79","1","21","25","",""
"11",2024/3/20 14:14:19,"10","119.84815","31.71167","0","79","171","-80.23","34.48","","","972.69","856.67","870.66","1404","8.44","20.62","242.2","2","115.9","98.89","100.57","600","10","20.41","243","1","21","25","",""
"12",2024/3/20 14:14:20,"10","119.84815","31.71167","0","79","171","-83.09","33.13","","","961.88","861.39","866.31","1406","9.31","21.17","243.15","2","115.74","101.08","102.13","600","10","19.06","243","1","23","25","",""
"13",2024/3/20 14:14:21,"10","119.84815","31.71167","0","79","171","-87.07","32.05","","","960.51","860.77","867.84","1404","8.24","21.09","241.79","2","106.63","95.19","94.82","600","10.66","17.14","243","1","23","25","",""
"14",2024/3/20 14:14:22,"10","119.84815","31.71167","0","79","171","-82.55","34.27","","","977.67","880.12","887.49","1404","7.33","21.92","241.12","2","102.96","90.74","92.3","600","8.54","18.4","243","1","23","25","",""
"15",2024/3/20 14:14:23,"10","119.84815","31.71167","0","79","171","-84.93","32.01","","","978.58","876.55","884.25","1406","10.63","21.15","242.81","2","98.76","87.59","87.83","600","13.56","17.44","245.07","1","22","25","",""
"16",2024/3/20 14:14:24,"10","119.84815","31.71167","0","79","171","-84.97","32.55","","","953.6","855.77","861.3","1406","7.23","19.41","242.02","2","100.66","88.45","89.6","600","11.55","17.84","246","1","22","25","",""
"17",2024/3/20 14:14:25,"10","119.84815","31.71167","0","79","171","-86.92","32.64","","","935.88","836.96","839.2","1406","9.45","20.51","243.69","2.08","96.43","83.54","85","600","12.33","16.52","245.62","1","22","25","",""
"18",2024/3/20 14:14:26,"10","119.84815","31.71167","0","79","171","-85.99","34.58","","","933.09","842.13","845.98","1402","7.31","21.36","243.9","2.07","99.65","86.68","87.66","600","12.87","18.65","243","1","23","25","",""
"19",2024/3/20 14:14:27,"10","119.84815","31.71167","0","79","171","-86.78","32.85","","","977.27","881.07","885.56","1404","8.61","21.87","244.8","2","100.47","88.53","87.7","600","13.04","18.56","243","1","23","25","",""
"20",2024/3/20 14:14:28,"10","119.84815","31.71167","0","79","171","-85.9","33.14","","","1004.64","913.94","916.5","1404","7.82","22.4","244.36","2.07","106.28","92.25","93.16","600","11.33","18.95","243","1","23","25","",""
"21",2024/3/20 14:14:29,"10","119.84815","31.71167","0","79","171","-86.32","33.87","","","1028.92","929.51","936.76","1402","8.67","22.35","243.15","2.25","106.83","92.07","93.12","600","14.83","18.87","243","1","23","25","",""
"22",2024/3/20 14:14:30,"10","119.84815","31.71167","0","79","171","-86.1","33.79","","","1033.03","932.58","940.65","1406","8.29","22.3","242.98","2","107.1","92.72","93.9","600","10.83","18.66","243","1","23","25","",""
"23",2024/3/20 14:14:31,"10","119.84815","31.71167","0","79","171","-85.14","34.25","","","1035.33","934.2","940.3","1408","8.24","22.31","242.77","2","106.68","90.06","91.55","600","15.83","18.81","243","1","23","25","",""
"24",2024/3/20 14:14:32,"10","119.84815","31.71167","0","79","171","-85.05","35.71","","","1030.04","931.22","934.49","1406","8.36","22.22","242.21","2.07","106.61","90.8","91.65","600","15.02","18.82","243","1","23","25","",""
"25",2024/3/20 14:14:33,"10","119.84815","31.71167","0","79","171","-84.52","35.38","","","1022.46","922.96","929.16","1408","8.63","21.96","241.53","2.16","107.27","90.3","91.57","600","12.5","18.95","243","1","23","25","",""
"26",2024/3/20 14:14:34,"10","119.84815","31.71167","0","79","171","-85.1","35.28","","","1014.66","916.48","922.85","1406","8.17","21.94","243.39","2","107.52","92.02","92.8","600","12.83","18.92","243","1","23","25","",""
"27",2024/3/20 14:14:35,"10","119.84815","31.71167","0","79","171","-85.7","34.66","","","1011.9","915.74","921.11","1404","8.24","22.04","243.67","2.16","107.65","93.03","93.86","600","13.33","18.88","243","1","23","25","",""
"28",2024/3/20 14:14:36,"10","119.84815","31.71167","0","79","171","-84.94","34.49","","","1015.25","919.08","923.65","1406","8.57","21.87","243","2.07","107.38","92.86","94.13","600","11.16","18.82","243","1","23","25","",""
"29",2024/3/20 14:14:37,"10","119.84815","31.71167","0","79","171","-84.75","34.95","","","1018.61","920.92","924.89","1406","7.9","22.13","244.66","2.25","107.15","93","93.49","600","13.16","18.82","243","1","23","25","",""
"30",2024/3/20 14:14:38,"10","119.84815","31.71167","0","79","171","-84.67","35.33","","","1024.12","924.05","931.74","1402","8.2","22.28","242.72","2.15","107.41","94.13","94.39","600","11.72","18.93","243","1","23","25","",""
"31",2024/3/20 14:14:39,"10","119.84815","31.71167","0","79","171","-84.14","34.68","","","1028.32","928.53","935.16","1406","8.28","22.37","242.35","2.08","106.37","92.48","93.65","600","10.83","18.43","243","1","23","25","",""
