KeyID,Time,Altitude,Longitude,Latitude,Speed,NR Band,NR PCI,SS-RSRP,SS-SINR,Neighbor Cell PCI,Neighbor Cell RSRP,NR PHY Throughput DL(Mbps),NR PDCP Throughput DL(Mbps),NR MAC Throughput DL(Mbps),NR DL Grant Count,NR PDSCH BLER,NR DL Avg MCS,PRB Num DL/slot,NR DL Avg RI,NR PHY Throughput UL(Mbps),NR PDCP Throughput UL(Mbps),NR MAC Throughput UL(Mbps),NR UL Grant Count,NR PUSCH BLER,NR UL Avg MCS,PRB Num UL/slot,NR UL Avg RI,NR PUSCH Txpower,NR SRS Txpower,Ping Delay,Ping Jitter
1,2024/3/21 10:47,15,119.84823,31.71168,,79,171,-87.47,28.51,,,0.04,,0.03,40,0,2.85,8,2,0.18,,0.18,37,5.55,24.88,3,1,17,26,,
2,2024/3/21 10:47,15,119.84823,31.71168,,79,171,-90.53,25.05,,,33.43,21.15,32.78,601,0.51,14.41,152.81,2,16.53,0.36,13.86,284,18.31,20.71,148.06,1,18,25,,
3,2024/3/21 10:47,15,119.84823,31.71168,,79,171,-87.11,24.9,,,262.37,236.84,243.69,1260,7.77,21.78,240.56,2,44.14,31.88,38.31,544,11.96,18.47,242.56,1,22,23,,
4,2024/3/21 10:47,15,119.84823,31.71168,,79,171,-88.39,26.86,,,530.1,452.6,484.92,1260,8.79,24.43,242.71,2,74.81,61.01,65.49,545,12.4,18.39,243.06,1,22,24,,
5,2024/3/21 10:50,15,119.84823,31.71168,0,79,171,-87.25,28.7,,,776.22,703.14,708.47,1260,8.41,24.43,245.24,2,98.58,84.13,86.22,546,9.86,19.11,246,1,22,25,,
6,2024/3/21 10:50,15,119.84823,31.71168,0,79,171,-87.76,28.99,,,778.42,704.63,708.85,1260,8.37,24.39,241.91,2,95.82,85.09,84.78,550,13.07,17.88,245.97,1,22,25,,
7,2024/3/21 10:50,15,119.84823,31.71168,0,79,171,-87.62,28.82,,,777.91,703.48,707.58,1262,8.22,24.59,240.92,2,96.26,84.74,85.62,556,11.52,18.66,245.81,1,22,25,,
8,2024/3/21 10:50,15,119.84823,31.71168,0,79,171,-89.39,29.02,,,779.09,704.48,709.47,1262,8.14,24.76,240.14,2,95.31,86.01,84.42,555,15.31,18.21,245.95,1,22,25,,
9,2024/3/21 10:50,15,119.84823,31.71168,0,79,171,-90.28,27.9,,,786.53,705.97,713.34,1261,9.5,24.88,241.98,2,93.7,83.88,83.62,547,10.77,17.61,244.9,1,22,25,,
10,2024/3/21 10:50,15,119.84823,31.71168,0,79,171,-89.11,28.84,,,782.93,700.78,705.48,1262,8.87,24.14,242.17,2,93.99,78.76,81.29,548,16.14,19.47,243,1,22,25,,
11,2024/3/21 10:50,15,119.84823,31.71168,0,79,171,-88.5,29.04,,,770.18,688.15,694.19,1262,7.33,23.6,244.59,2,96.17,80.63,82.95,548,15.14,20.56,243,1,21,25,,
12,2024/3/21 10:50,15,119.84823,31.71168,0,79,171,-93.57,27.07,,,766.1,694.29,695.57,1260,8.5,24.5,241.43,2,100.22,84.01,86.35,544,11.11,19.12,243,1,22,25,,
13,2024/3/21 10:50,15,119.84823,31.71168,0,79,171,-86.64,28.88,,,761.36,684.01,692.06,1258,9.28,24.15,240.88,2,91.27,80.72,78.64,545,16.75,14.83,245.26,1,22,25,,
14,2024/3/21 10:50,15,119.84823,31.71168,0,79,171,-87.09,30.05,,,768.3,689.62,695.82,1262,8.17,24.25,241.71,2,81.22,68.89,71.33,547,10.12,14.62,246,1,22,25,,
15,2024/3/21 10:50,15,119.84823,31.71168,0,79,171,-87.82,28.72,,,769.19,685.8,690.85,1262,9.58,24.39,242.92,2,74.33,61.77,64.78,543,13.37,16.27,245.43,1,22,25,,
16,2024/3/21 10:50,15,119.84823,31.71168,0,79,171,-88.15,29.31,,,769.15,688.27,693.38,1260,8.19,24.08,242.88,2,80.26,70.71,71.44,547,10.42,18.44,243,1,23,25,,
