KeyID,Time,Altitude,Longitude,Latitude,Speed,NR Band,NR PCI,SS-RSRP,SS-SINR,Neighbor Cell PCI,Neighbor Cell RSRP,NR PHY Throughput DL(Mbps),NR PDCP Throughput DL(Mbps),NR MAC Throughput DL(Mbps),NR DL Grant Count,NR PDSCH BLER,NR DL Avg MCS,PRB Num DL/slot,NR DL Avg RI,NR PHY Throughput UL(Mbps),NR PDCP Throughput UL(Mbps),NR MAC Throughput UL(Mbps),NR UL Grant Count,NR PUSCH BLER,NR UL Avg MCS,PRB Num UL/slot,NR UL Avg RI,NR PUSCH Txpower,NR SRS Txpower,Ping Delay,Ping Jitter
"1",2024/3/21 10:06:09,"6","119.84818","31.71162","","79","171","-78.85","29.49","","","","","","8","0","1.5","2.62","2.5","","","","11","30","25","3","1","-2","15","",""
"2",2024/3/21 10:06:10,"6","119.84818","31.71162","","79","171","-81.51","29.36","","","0.03","0.02","0.02","24","0","3.7","4.41","2.22","0.11","0.04","0.09","35","26.92","24.57","4.48","1","3","21","",""
"3",2024/3/21 10:06:11,"8","119.84818","31.71162","","79","171","-81.06","28.04","","","0.28","0.15","0.23","234","0","10.84","3.77","2.91","0.31","0.16","0.24","97","20.68","25.29","7.68","1","8","19","",""
"4",2024/3/21 10:06:12,"8","119.84817","31.71162","","79","171","-83.21","26.18","","","176.96","148.81","171.15","1182","1.87","24.77","236.1","2.16","40.26","30.83","33.59","529","15.83","19.68","242.14","1","22","21","",""
"5",2024/3/21 10:06:13,"8","119.84817","31.71162","","79","171","-90.91","24.26","192","-105.39","378.01","347.56","355.09","1269","7.58","26.26","242.04","2","76.57","62.32","65.99","552","10.82","17.53","244.11","1","23","25","",""
"6",2024/3/21 10:06:14,"9","119.84816","31.71163","","79","171","-91.5","24.35","192","-105.55","591.82","504.19","548.71","1276","8","26.36","242.72","2","94.41","79.85","82.04","552","11.59","18.51","243","1","23","24","",""
"7",2024/3/21 10:06:15,"9","119.84816","31.71163","1.47","79","171","-85.96","25.4","192","-153.92","619.2","570.07","579.95","1276","1.66","24.15","243.12","2","101.2","90.31","89.34","552","13.32","23.2","243.34","1","21","19","",""
"8",2024/3/21 10:06:16,"9","119.84816","31.71163","1.26","79","171","-86.44","25.33","192","-155.27","695.29","631.72","652.05","1274","7.29","25.13","242.81","2","112.94","98.15","99.28","552","11.35","21.91","246","1","19","19","",""
"9",2024/3/21 10:06:17,"10","119.84816","31.71163","1.1","79","171","-88.46","24.2","192","-155.27","755.2","684.61","690.61","1276","13.28","24.54","238.49","2","121.14","107.07","106.93","552","10.42","21.5","246","1","19","21","",""
"10",2024/3/21 10:06:18,"10","119.84815","31.71164","1.57","79","171","-86.85","25.01","","","777.16","686.84","691.61","1272","9.82","23.12","242.36","2.41","119.3","104.67","105.38","552","12.22","20.22","246","1","19","20","",""
"11",2024/3/21 10:06:19,"10","119.84815","31.71164","1.41","79","171","-84.35","26.78","","","760.87","685.07","694.66","1274","5.63","24.49","241.41","2.84","117.43","101.71","103.02","552","13.13","21.01","246","1","19","20","",""
"12",2024/3/21 10:06:20,"10","119.84814","31.71164","1.75","79","171","-81.56","27.1","","","793.82","718.48","734.25","1274","6.65","25.49","242.65","3","117.87","101.68","102.34","552","12.97","21.65","246","1","19","20","",""
"13",2024/3/21 10:06:21,"10","119.84813","31.71165","2.51","79","171","-82.59","26.99","","","821.09","745.11","753.22","1276","10.68","25.57","241.89","2.69","123","107.2","107.58","552","10.21","22.82","246","1","19","20","",""
"14",2024/3/21 10:06:22,"9","119.84812","31.71165","2.6","79","171","-86.6","26.57","","","827.91","717.56","713.03","1274","16.79","24.19","240.84","2.58","119.45","104.54","104.94","552","12.75","19.86","245.52","1","22","23","",""
"15",2024/3/21 10:06:23,"9","119.84811","31.71166","2.78","79","171","-91.94","25.25","","","793.76","618.42","626.33","1274","25.25","21.15","237.66","2.07","112.04","96.77","97.39","552","15.93","19.3","243","1","23","23","",""
"16",2024/3/21 10:06:24,"10","119.84809","31.71166","3.46","79","171","-84.49","27.59","","","769.27","604.1","615.64","1276","5.66","23.46","243.09","2.08","106.34","92.15","91.67","552","13.13","21.68","243","1","20","19","",""
"17",2024/3/21 10:06:25,"10","119.84809","31.71166","2.94","79","171","-82.47","27.11","","","752.04","649.66","654.48","1274","11.91","24.94","240.64","2.23","113.31","94.57","96.27","552","16.24","23.67","244.22","1","21","20","",""
"18",2024/3/21 10:06:26,"10","119.84809","31.71166","2.94","79","171","-79.17","28.4","","","769.39","687.61","694.34","1274","9.19","24.02","241.29","2","123.09","105.81","106.44","552","11.17","23.18","246","1","19","18","",""
"19",2024/3/21 10:06:27,"10","119.8481","31.71166","3.64","79","171","-77.21","30.67","","","788.48","705.38","712.11","1272","6.92","25.03","244.98","2.3","133.6","115.89","116.54","552","11.45","24.38","245.82","1","19","22","",""
"20",2024/3/21 10:06:28,"10","119.8481","31.71166","3.06","79","171","-76.27","28.1","","","804.73","722.33","742.62","1270","7.13","25.89","242.92","2","138.16","120.5","122.37","552","10.98","24.42","246","1","18","16","",""
"21",2024/3/21 10:06:29,"10","119.8481","31.71166","3.06","79","171","-78.2","28.15","","","823.16","750.3","754.8","1276","7.14","26.04","241","2.07","142.43","125","125.85","552","11.47","24.95","246","1","19","18","",""
"22",2024/3/21 10:06:30,"10","119.8481","31.71166","2.68","79","171","-78.27","28.04","","","829.7","751.33","759.11","1276","8.32","26.01","241.65","2","143.22","128.93","126.97","552","10.45","24.81","246","1","19","18","",""
"23",2024/3/21 10:06:31,"10","119.8481","31.71166","2.09","79","171","-77.82","27.69","","","829.42","753.09","755.53","1274","8.7","26.05","242.67","2","145.32","127.69","129.83","552","9.42","25.06","246","1","19","18","",""
"24",2024/3/21 10:06:32,"10","119.8481","31.71166","2.09","79","171","-77.6","28.12","","","834","752.79","758.68","1274","7.96","26.14","243.13","2","144.14","126.91","128.39","552","13.5","24.56","246","1","19","17","",""
"25",2024/3/21 10:06:33,"10","119.8481","31.71166","1.71","79","171","-78.48","28.47","","","839.46","758.57","764.48","1276","8.01","26.24","240.91","2.23","144.76","126.03","128.41","552","11.05","24.93","246","1","19","18","",""
"26",2024/3/21 10:06:34,"10","119.8481","31.71166","1.02","79","171","-78.61","28.37","","","835.91","757.72","763.33","1274","8.64","25.95","242.12","2","145.14","127.61","127.11","552","12.61","25.36","246","1","19","18","",""
"27",2024/3/21 10:06:35,"10","119.8481","31.71166","0.37","79","171","-77.32","27.79","","","826.98","745.67","749.36","1276","9.73","25.04","241.4","2","147.03","127.89","129.59","552","11.41","25.28","246","1","19","17","",""
"28",2024/3/21 10:06:36,"10","119.8481","31.71166","0.37","79","171","-80.17","28.19","","","806.08","718.4","725.72","1276","8.56","19.3","244.29","2","143.65","123.5","124.62","552","16.24","23.66","246","1","19","18","",""
"29",2024/3/21 10:06:37,"10","119.8481","31.71166","0.34","79","171","-78.15","29.09","","","794.17","715.22","720.18","1274","7.29","24.84","240.32","2.07","140.31","118.26","119.19","552","15.42","23.74","246","1","19","19","",""
"30",2024/3/21 10:06:38,"10","119.8481","31.71166","0","79","171","-80.47","28.89","","","799.22","728.02","740.32","1276","6.39","25.95","242.09","2","137.88","116.62","116.71","552","12.22","24.24","245.85","1","19","18","",""
