26,56,85,70,192,,,,
26,56,85,70,,,,,
26,56,85,70,,,,,
26,56,70,,,,,,
26,56,70,,,,,,
26,56,85,70,192,,,,
26,56,70,85,192,,,,
26,56,70,85,192,,,,
26,56,70,85,,,,,
26,56,70,85,,,,,
26,70,56,192,85,,,,
26,70,85,192,61,,,,
26,56,70,192,85,61,,,
26,56,192,70,85,,,,
26,56,302,192,70,85,,,
302,26,171,192,70,56,85,61,
26,302,192,171,70,56,85,61,
26,302,192,56,171,70,85,,
26,192,302,70,85,56,61,,
56,192,26,302,85,147,70,61,
192,56,26,70,302,147,85,61,
192,56,26,147,85,302,70,61,
56,192,26,302,147,85,61,70,
26,56,192,61,85,70,147,,
56,159,70,61,302,85,147,219,
171,70,61,302,147,159,219,56,
171,61,70,302,147,159,56,219,
171,61,302,70,147,219,,,
171,61,302,70,219,,,,
171,302,61,70,219,97,,,
171,302,61,70,219,97,,,
171,302,61,70,219,97,,,
171,302,61,70,219,97,,,
171,302,61,70,219,,,,
171,302,61,219,70,,,,
171,302,61,219,,,,,
171,302,61,219,,,,,
171,302,61,219,,,,,
171,302,61,219,,,,,
171,302,61,192,219,,,,
171,302,61,70,192,219,,,
171,61,302,70,192,219,,,
171,61,302,70,192,219,,,
302,61,70,192,26,,,,
61,302,26,192,70,,,,
302,61,26,70,,,,,
61,302,70,26,,,,,
61,302,70,26,85,,,,
61,302,70,26,85,,,,
61,302,70,26,,,,,
61,302,70,26,55,,,,
61,302,70,85,26,,,,
61,302,70,26,85,,,,
61,302,26,70,85,73,,,
61,302,70,26,85,73,,,
61,302,70,85,26,73,,,
302,61,70,26,73,,,,
61,302,26,73,70,,,,
302,26,171,70,73,,,,
302,171,26,70,73,,,,
26,302,171,70,73,,,,
26,302,171,70,73,,,,
302,26,171,70,,,,,
302,26,171,,,,,,
26,302,171,,,,,,
171,302,26,,,,,,
302,171,26,,,,,,
302,171,26,,,,,,
302,171,26,,,,,,
302,171,,,,,,,
302,171,,,,,,,
302,26,171,,,,,,
302,26,171,,,,,,
26,302,171,,,,,,
26,302,,,,,,,
26,302,85,192,171,,,,
26,302,67,192,85,171,,,
26,302,67,192,171,,,,
302,26,67,192,171,,,,
