KeyID,Time,Altitude,Longitude,Latitude,Speed,NR Band,NR PCI,SS-RSRP,SS-SINR,Neighbor Cell PCI,Neighbor Cell RSRP,NR PHY Throughput DL(Mbps),NR PDCP Throughput DL(Mbps),NR MAC Throughput DL(Mbps),NR DL Grant Count,NR PDSCH BLER,NR DL Avg MCS,PRB Num DL/slot,NR DL Avg RI,NR PHY Throughput UL(Mbps),NR PDCP Throughput UL(Mbps),NR MAC Throughput UL(Mbps),NR UL Grant Count,NR PUSCH BLER,NR UL Avg MCS,PRB Num UL/slot,NR UL Avg RI,NR PUSCH Txpower,NR SRS Txpower,Ping Delay,Ping Jitter
"1",2024/3/26 15:06:45,"8","119.84814","31.71167","","79","171","-82.33","12.12","302","-81.12","","0.1","","42","0","4.38","2.89","3","0.45","0.04","0.45","53","0","25.64","3.16","1","4","25","",""
"2",2024/3/26 15:06:46,"8","119.84814","31.71167","","79","171","-82.14","12.06","302","-81.15","0.07","0.05","0.06","44","0","0.8","3.8","3","0.25","0.03","0.25","58","0","25.6","3","1","4","25","",""
"3",2024/3/26 15:06:47,"8","119.84814","31.71168","","79","171","-80.95","10.6","302","-89.16","18.43","7.93","14.92","608","0.51","12.41","53.97","3.07","17.97","14.29","14.58","327","12.77","22.56","172.48","1","10","25","",""
"4",2024/3/26 15:06:48,"8","119.84814","31.71168","","79","171","-86.95","9.07","302","-86.03","191.46","134.41","167.92","995","3.9","21.1","170.99","3.38","61.72","56.49","51.97","600","14.33","20.75","246","1","19","25","",""
"5",2024/3/26 15:06:49,"7","119.84814","31.71169","","79","171","-89.14","5.67","302;73","-89.62;-90.27","496.9","411.39","434.45","1293","11.79","20.97","229.28","3.25","101.93","98.16","87","600","12.22","19.07","246","1","22","25","",""
"6",2024/3/26 15:06:50,"7","119.84814","31.71169","","79","171","-86.59","4.53","302;73","-83.09;-84.02","766.73","629.41","690.58","1400","6.67","19.37","238.56","2.84","123.86","107.14","108.28","600","10.38","20.82","246","1","19","25","",""
"7",2024/3/26 15:06:51,"7","119.84814","31.71169","","79","171","-82.25","7.33","302;73","-91.20;-99.13","856.16","755.61","759.64","1394","13.98","18.72","238.77","2.83","122.19","104.98","106.21","600","16.5","19.95","246","1","22","25","",""
"8",2024/3/26 15:06:52,"7","119.84814","31.71169","1.36","79","171","-91.19","8.6","302;73","-85.02;-113.05","847.7","756.91","769.82","1408","5.1","18.22","243.55","2.92","123.04","106.19","107.19","600","12","19.91","246","1","22","25","",""
"9",2024/3/26 15:06:53,"6","119.84813","31.71168","1.93","79","171","-89.75","7.87","302;73","-83.73;-96.50","859.84","774.57","780.41","1404","5.95","20.23","241.75","3","130.79","113.26","114.15","600","10.2","23.98","246","1","19","25","",""
"10",2024/3/26 15:06:54,"6","119.84813","31.71168","1.69","79","171","-89.41","7","302;73","-88.54;-105.21","895.19","816.15","818.47","1408","12.39","19.69","242.39","2.76","130.03","117.09","114.2","600","14.5","19.64","246","1","21","25","",""
