KeyID,Time,Altitude,Longitude,Latitude,Speed,NR Band,NR PCI,SS-RSRP,SS-SINR,Neighbor Cell PCI,Neighbor Cell RSRP,NR PHY Throughput DL(Mbps),NR PDCP Throughput DL(Mbps),NR MAC Throughput DL(Mbps),NR DL Grant Count,NR PDSCH BLER,NR DL Avg MCS,PRB Num DL/slot,NR DL Avg RI,NR PHY Throughput UL(Mbps),NR PDCP Throughput UL(Mbps),NR MAC Throughput UL(Mbps),NR UL Grant Count,NR PUSCH BLER,NR UL Avg MCS,PRB Num UL/slot,NR UL Avg RI,NR PUSCH Txpower,NR SRS Txpower,Ping Delay,Ping Jitter
"1",2024/3/22 13:48:21,"15","119.84798","31.7117","","79","302","-83.79","14.93","73;171","-85.76;-90.59","","","","39","0","3.58","19.02","2","0.16","","0.15","20","20","24.21","3.89","1","14","26","",""
"2",2024/3/22 13:48:22,"14","119.84798","31.7117","","79","302","-78.57","13.2","171;73","-86.00;-91.88","0.08","","0.07","41","0","0","4","2","","","","20","0","","","","","26","",""
"3",2024/3/22 13:48:23,"14","119.84799","31.7117","","79","302","-80.61","13.23","171;73","-86.19;-88.65","36.87","41.44","31.27","743","6.72","8.86","153.1","2","14.5","3.63","12.66","280","8.65","21.51","166.96","1","15","26","",""
"4",2024/3/22 13:48:24,"14","119.84799","31.7117","","79","302","-81.91","10.78","171;73","-86.14;-87.66","165.45","150.73","146.41","1406","9.2","10.9","242.08","2","84.72","37.92","74.27","600","12","19.44","246","1","22","25","",""
"5",2024/3/22 13:48:25,"14","119.84799","31.71169","","79","302","-80.76","12.98","171;73","-84.56;-87.41","314.86","293.87","282.77","1406","8.11","13.86","242.73","2","100.06","89.5","88.65","600","10.05","20.7","246","1","19","23","",""
"6",2024/3/22 13:48:26,"14","119.84799","31.71169","","79","302","-79.2","13.47","171;73","-83.99;-87.71","409.78","378.21","373.04","1406","6.83","18.31","243.95","2","127.94","112.88","113.9","600","10.35","22.17","246","1","19","22","",""
"7",2024/3/22 13:48:27,"14","119.84799","31.71169","","79","302","-79.78","13.68","171;73","-85.07;-88.12","431.52","393.84","394.99","1404","8.02","18.41","243.47","2","131.89","116.58","118.06","600","10.16","21.59","246","1","19","22","",""
"8",2024/3/22 13:48:28,"14","119.84799","31.71169","1.25","79","302","-80","12.72","171;73","-83.42;-89.11","451.86","410.95","413.12","1406","7.8","18.36","244.71","2","136.07","120.65","121.36","600","10.83","22.48","246","1","19","23","",""
"9",2024/3/22 13:48:29,"14","119.848","31.71169","1.56","79","302","-81.64","10.3","171;73","-88.13;-89.05","449.14","400.03","403.93","1404","11.17","17.75","243.78","2","127.3","112.26","112.11","600","14.57","18.88","245.28","1","22","24","",""
"10",2024/3/22 13:48:30,"14","119.848","31.71169","1.36","79","171","-82.9","8.83","302;73","-81.67;-93.38","376.92","304.29","338.01","1400","4.86","12.19","243.65","2","122.94","101.46","105.72","600","18.3","23.06","243.01","1","21","25","",""
