KeyID,Time,Altitude,Longitude,Latitude,Speed,NR Band,NR PCI,SS-RSRP,SS-SINR,Neighbor Cell PCI,Neighbor Cell RSRP,NR PHY Throughput DL(Mbps),NR PDCP Throughput DL(Mbps),NR MAC Throughput DL(Mbps),NR DL Grant Count,NR PDSCH BLER,NR DL Avg MCS,PRB Num DL/slot,NR DL Avg RI,NR PHY Throughput UL(Mbps),NR PDCP Throughput UL(Mbps),NR MAC Throughput UL(Mbps),NR UL Grant Count,NR PUSCH BLER,NR UL Avg MCS,PRB Num UL/slot,NR UL Avg RI,NR PUSCH Txpower,NR SRS Txpower,Ping Delay,Ping Jitter
"1",2024/3/21 15:28:30,"16","119.84813","31.71176","","79","302","-106.89","","73;171","-99.81;-102.12","","","","2","","0","4","","","","","0","","","","","","","",""
"2",2024/3/21 15:28:31,"16","119.84813","31.71177","","79","302","-101.1","-0.3","73;171;26","-87.66;-94.37;-107.79","0.07","","0.03","59","24.52","3.42","9.47","3","0.27","","0.26","49","9.3","23.12","3.27","1","19","26","",""
"3",2024/3/21 15:28:32,"16","119.84812","31.71177","","79","302","-91.34","3.1","171;73;26","-86.44;-89.19;-147.10","0.09","0.09","0.04","74","2.89","4.92","5.05","2.87","0.24","0.04","0.21","63","19.51","21","7.82","1","7","22","",""
"4",2024/3/21 15:28:33,"16","119.84811","31.71177","","79","302","-86.37","11.49","73;171","-82.02;-82.76","86.79","83.42","76.25","1075","8.64","11.44","197.85","3","27.88","14.56","22.98","429","16.11","20.62","194.83","1","19","22","",""
"5",2024/3/21 15:28:34,"17","119.8481","31.71177","","79","302","-79.5","10.75","171;73","-80.15;-87.45","231.24","211.49","206.38","1404","7.73","18.97","241.79","3","67.73","53.9","56.55","600","16.16","21.59","246","1","19","19","",""
"6",2024/3/21 15:28:35,"16","119.84809","31.71177","","79","302","-78.65","10.89","171;73","-80.53;-83.49","424.67","362.9","387.65","1404","5.95","21.75","241.99","3","112.12","102.92","95.8","600","11.72","22.91","246","1","19","18","",""
"7",2024/3/21 15:28:36,"16","119.8481","31.71177","4.21","79","302","-78.37","10.8","171;73","-80.85;-83.70","516.51","459.86","472.6","1404","11.89","21.89","240.88","3","135.1","114.78","117.37","600","11.7","21.07","246","1","19","18","",""
"8",2024/3/21 15:28:37,"16","119.8481","31.71177","3.5","79","302","-81.1","9.64","171;73","-80.91;-87.80","534.41","478.95","482.72","1406","9.16","21.03","243.38","3","133.57","114.81","115.63","600","16.33","20.17","246","1","19","21","",""
"9",2024/3/21 15:28:38,"16","119.8481","31.71177","3","79","302","-81.39","9.79","171;73","-82.20;-87.15","522.51","473.04","476.04","1402","5.42","20.79","244.02","3","123.4","106.63","105.18","600","14.07","19.4","246","1","22","21","",""
"10",2024/3/21 15:28:39,"16","119.8481","31.71177","2.63","79","302","-81.56","10.56","171;73","-85.05;-88.83","523.35","482.41","485.82","1400","5.69","22.42","242.26","3","120.19","101.07","102.36","600","12","19.34","246","1","22","20","",""
"11",2024/3/21 15:28:40,"16","119.8481","31.71177","2.33","79","302","-82.14","11.03","171;73","-81.20;-84.41","544.75","511.08","513.28","1402","6.17","23.45","242.55","3","119.92","103.76","104.56","600","10.5","20.42","246","1","19","21","",""
"12",2024/3/21 15:28:41,"16","119.8481","31.71177","2.1","79","302","-79.47","10.91","171;73","-80.05;-82.06","569.6","529.22","532.78","1402","8.25","23.53","242.58","3","125.05","109.96","111.05","600","9.16","21.32","246","1","19","19","",""
