85,26,147,56,,,,,,
85,26,56,147,,,,,,
85,56,26,147,61,,,,,
85,56,26,70,147,192,61,,,
26,85,56,70,147,192,61,302,,
26,56,85,70,192,147,302,61,,
26,56,70,192,302,147,61,,,
56,159,61,70,302,192,219,,,
56,159,70,302,61,192,219,,,
56,159,61,302,192,171,219,,,
56,159,192,302,171,61,219,,,
192,147,56,171,302,61,159,219,,
192,56,147,171,302,159,219,61,,
70,147,56,171,61,192,219,,,
56,70,147,171,61,192,219,159,,
56,70,171,302,85,147,61,67,159,219
70,302,61,159,67,56,171,219,147,85
61,70,302,159,56,171,147,219,,
302,61,70,159,219,,,,,
61,302,219,97,,,,,,
61,302,192,171,67,219,97,,,
61,302,70,171,67,192,219,97,,
302,26,70,171,192,67,159,219,97,
26,302,56,171,70,67,159,192,219,97
302,26,56,171,70,67,159,192,219,97
302,56,171,26,70,192,67,159,219,
26,56,302,192,67,70,159,219,97,
26,302,56,192,70,67,219,97,,
26,302,56,67,219,97,,,,
26,302,56,67,219,97,,,,
26,302,67,171,219,97,,,,
26,302,56,67,171,219,97,,,
26,302,56,171,219,97,,,,
302,26,171,219,56,,,,,
26,302,56,171,219,,,,,
26,302,56,171,219,85,,,,
26,302,85,67,171,56,219,,,
26,302,85,67,171,219,56,,,
26,302,56,67,171,85,219,,,
26,302,85,67,219,,,,,
302,26,85,56,67,171,44,219,,
302,26,85,192,171,44,56,67,219,
302,26,192,85,171,56,44,219,,
302,26,192,56,85,171,44,219,,
302,26,192,85,44,171,56,219,,
26,302,192,56,44,67,171,219,85,
26,302,192,67,44,171,85,219,56,
26,302,192,67,219,44,,,,
26,61,192,67,219,,,,,
26,192,61,67,219,,,,,
26,192,67,56,61,219,,,,
26,192,67,56,61,219,,,,
26,192,56,67,44,85,61,219,,
192,26,56,67,44,85,219,,,
192,56,67,44,85,26,219,,,
192,61,26,56,85,67,219,44,,
192,26,44,61,67,56,85,219,,
192,44,61,26,67,70,56,219,,
192,44,67,26,70,219,56,61,,
192,44,67,26,70,219,56,61,,
44,192,67,26,85,70,219,,,
44,192,67,85,26,70,219,,,
44,192,67,85,26,70,219,,,
44,192,67,85,26,70,56,219,,
44,26,192,56,85,67,70,219,,
26,44,192,56,85,67,70,219,,
44,26,192,56,85,67,219,,,
44,26,192,67,85,219,,,,
26,192,44,67,219,,,,,
192,26,44,70,67,219,,,,
192,85,26,44,70,219,,,,
85,26,44,192,219,,,,,
192,85,26,44,219,,,,,
192,85,26,44,219,,,,,
192,85,44,26,70,219,,,,
192,85,44,26,70,219,97,,,
192,85,44,26,70,219,97,,,
192,85,44,26,171,70,219,97,,
85,192,26,44,171,70,219,97,,
192,85,26,44,171,70,219,97,,
85,192,26,44,171,159,70,219,97,
85,192,26,44,171,159,219,97,,
85,192,56,26,44,171,159,219,97,
192,85,56,44,26,171,159,219,,
192,85,44,56,171,159,219,,,
192,44,85,56,171,159,219,,,
192,44,85,56,159,171,219,,,
192,44,56,159,85,171,26,219,,
192,44,56,85,171,26,70,159,219,97
192,56,44,171,85,70,219,97,,
192,56,85,44,171,26,147,70,219,97
192,56,85,26,171,44,147,219,97,
192,56,85,159,171,26,147,44,219,97
192,56,85,159,171,44,147,219,97,
192,56,85,26,44,171,147,159,219,97
192,56,85,26,147,171,159,44,219,
192,56,85,26,147,171,219,159,,
192,85,171,56,147,26,44,219,,
192,26,56,147,171,159,85,44,219,
192,56,147,171,302,,,,,
26,56,171,147,,,,,,
26,56,171,147,159,85,,,,
26,56,147,171,159,85,,,,
159,26,56,147,171,85,,,,
26,159,56,147,171,85,,,,
159,26,56,147,171,70,85,,,
159,26,56,147,171,70,85,,,
26,159,56,147,171,70,,,,
26,159,56,147,171,,,,,
26,159,147,171,,,,,,
26,159,147,171,,,,,,
26,159,147,70,171,,,,,
26,159,302,147,70,56,,,,
26,147,159,56,302,70,171,,,
26,147,159,302,56,70,171,,,
26,147,302,159,56,171,70,,,
147,26,302,159,56,85,70,171,,
26,147,302,159,171,56,85,,,
26,147,56,302,159,85,171,70,,
26,147,56,302,85,159,171,70,,
26,56,147,302,85,159,70,,,
26,56,147,302,85,70,159,171,,
26,302,147,56,171,85,159,70,,
26,171,302,56,147,85,70,159,,
26,302,56,171,147,85,70,159,,
56,147,302,26,85,70,159,,,
56,147,26,85,302,70,159,,,
147,159,26,70,302,171,56,,,
85,159,147,26,70,302,171,56,,
159,85,26,147,70,302,56,,,
159,26,85,147,171,70,302,56,,
159,70,56,85,171,147,26,302,,
26,159,302,70,56,147,171,85,,
26,70,159,171,147,56,302,85,,
