61,67,85,73,82,70,,,
67,61,85,73,70,82,,,
61,67,85,73,70,,,,
61,85,73,70,67,,,,
85,61,73,70,67,,,,
67,85,61,73,70,,,,
85,61,67,73,,,,,
85,61,73,67,,,,,
61,85,67,,,,,,
61,85,,,,,,,
61,85,,,,,,,
61,85,,,,,,,
61,85,,,,,,,
61,67,85,,,,,,
61,85,67,56,,,,,
61,67,85,70,56,,,,
61,67,85,70,56,,,,
61,67,85,70,56,,,,
61,85,67,70,,,,,
61,67,85,70,,,,,
61,67,85,70,56,,,,
67,85,61,70,26,56,,,
67,61,85,70,56,26,,,
61,67,85,70,56,26,,,
61,67,85,70,26,56,,,
85,67,61,26,70,56,,,
85,61,67,26,70,56,,,
67,85,26,70,61,56,,,
67,85,26,,,,,,
67,85,26,,,,,,
67,85,26,56,,,,,
67,85,26,56,,,,,
67,85,44,26,56,,,,
67,85,44,56,26,,,,
67,85,44,56,26,,,,
67,85,26,44,56,,,,
67,85,44,26,56,,,,
67,85,26,44,56,,,,
67,26,44,85,56,,,,
26,85,67,44,56,,,,
67,85,26,44,56,,,,
67,26,85,44,56,,,,
67,85,44,26,56,,,,
85,26,67,44,56,,,,
67,44,26,85,56,,,,
67,26,85,44,56,,,,
67,26,44,85,56,,,,
67,26,44,85,56,,,,
67,26,44,56,85,,,,
67,44,26,85,56,,,,
67,44,26,85,56,,,,
67,44,26,85,56,,,,
67,44,85,26,56,,,,
67,44,85,26,,,,,
67,44,85,26,,,,,
67,44,85,26,,,,,
44,67,85,,,,,,
44,67,85,,,,,,
44,67,85,,,,,,
44,67,85,26,,,,,
44,67,85,26,,,,,
44,67,85,26,,,,,
44,67,85,,,,,,
44,67,85,192,26,,,,
44,85,67,26,192,,,,
44,85,67,26,,,,,
44,85,26,67,,,,,
44,67,85,26,82,,,,
44,67,85,82,26,,,,
44,67,85,26,192,82,,,
44,85,192,67,26,82,,,
44,85,26,192,67,,,,
44,26,67,85,192,,,,
44,26,67,192,85,,,,
44,67,192,26,85,,,,
44,67,192,26,85,,,,
44,192,67,26,85,,,,
192,67,44,85,26,,,,
192,67,44,85,,,,,
192,67,44,26,85,,,,
192,44,67,26,85,,,,
192,44,26,67,85,,,,
192,44,26,85,67,,,,
44,192,26,85,67,,,,
192,44,26,85,67,,,,
192,44,85,26,67,,,,
192,44,85,26,67,128,,,
44,192,26,67,128,,,,
44,192,85,26,67,,,,
44,85,26,192,67,,,,
44,26,85,192,67,,,,
44,26,85,192,,,,,
44,26,85,192,128,,,,
44,192,26,85,50,128,,,
44,192,26,85,50,128,,,
192,44,85,26,50,128,,,
192,44,85,26,50,,,,
192,85,44,50,128,26,,,
192,85,44,26,50,128,,,
85,192,44,26,50,128,,,
85,192,44,26,50,,,,
85,44,192,26,50,128,,,
85,44,192,26,128,,,,
192,85,44,26,159,,,,
192,85,44,26,159,,,,
192,85,44,26,128,,,,
192,85,44,26,128,,,,
192,85,44,26,128,,,,
192,85,26,44,147,,,,
192,85,26,159,147,,,,
192,85,26,147,44,159,,,
192,85,44,147,26,50,,,
192,85,44,26,147,50,,,
192,85,44,26,147,,,,
192,85,44,26,147,,,,
192,85,44,26,,,,,
192,85,44,26,,,,,
192,85,44,26,,,,,
192,85,44,50,26,,,,
192,85,44,50,26,,,,
192,44,85,50,26,,,,
192,85,44,50,26,,,,
192,85,44,50,,,,,
192,85,44,50,,,,,
192,85,44,56,,,,,
192,85,44,56,,,,,
192,85,44,56,,,,,
192,85,44,56,,,,,
192,85,44,56,,,,,
192,85,44,56,,,,,
192,85,44,56,,,,,
192,85,44,56,147,,,,
192,85,56,44,147,,,,
192,85,56,44,,,,,
192,85,56,,,,,,
192,85,56,50,44,,,,
192,85,44,56,50,,,,
192,85,44,56,50,159,,,
192,44,56,85,50,159,,,
192,85,56,44,50,128,,,
192,85,44,56,128,50,159,,
192,85,44,56,128,50,147,159,67
192,85,44,128,50,56,147,159,
192,85,128,44,159,56,147,,
192,85,44,128,56,159,147,,
192,85,128,44,159,56,147,,
192,85,128,44,56,159,147,,
192,85,128,44,159,56,147,,
192,85,128,56,147,44,159,,
192,128,85,56,44,147,159,,
192,128,85,56,44,159,147,,
192,56,128,85,159,44,147,,
192,56,128,44,159,147,,,
192,56,128,159,44,147,,,
192,56,128,44,159,85,147,,
192,56,128,44,159,85,147,,
192,56,128,159,44,85,147,,
192,56,128,159,44,147,85,,
192,56,128,159,85,44,147,,
192,56,128,159,44,85,147,,
192,56,128,159,44,147,85,,
192,26,159,85,147,56,44,128,171
192,26,147,159,85,171,44,56,
192,26,147,85,159,44,171,,
192,26,147,159,85,171,44,,
192,26,147,159,85,171,44,,
192,159,147,44,302,,,,
192,159,147,302,44,85,,,
192,147,159,85,302,171,44,,
192,159,147,85,44,302,56,171,
192,147,159,85,56,44,171,,
192,147,159,85,56,44,171,,
192,147,159,85,302,171,56,44,
192,147,159,85,56,302,171,44,
192,147,159,85,56,302,171,128,44
192,147,85,159,56,171,128,302,44
192,147,159,85,56,171,44,128,
192,159,147,85,56,171,44,,
192,159,147,85,56,44,,,
192,147,159,56,85,44,,,
192,147,159,56,85,44,,,
192,159,147,56,85,44,,,
192,147,159,85,56,,,,
192,147,159,85,56,44,,,
192,147,159,56,85,128,44,,
192,147,159,85,56,128,,,
147,159,192,85,56,128,,,
159,147,192,85,56,128,,,
147,159,192,85,56,128,,,
159,147,192,56,85,302,171,128,
147,159,192,171,302,85,56,128,
147,192,26,56,85,302,128,,
147,192,26,302,85,56,128,,
147,192,26,171,85,302,56,128,
147,192,26,171,302,85,56,128,
147,192,26,171,85,302,56,128,
147,192,26,171,302,85,56,128,
147,192,26,85,171,56,302,128,
147,26,192,171,302,85,56,128,
147,26,192,171,85,302,56,128,
147,26,192,85,302,56,128,171,
147,26,192,85,302,56,128,171,
147,26,192,85,171,302,56,128,
147,26,192,85,56,128,,,
147,26,192,85,56,128,,,
147,192,26,85,56,128,,,
147,192,26,85,56,128,,,
147,26,192,85,56,171,128,,
147,26,192,171,85,56,128,,
147,26,192,85,171,56,128,,
147,192,26,171,56,85,128,,
147,26,192,85,56,128,171,,
147,26,192,171,85,56,128,,
147,26,192,85,56,128,,,
147,26,192,56,85,,,,
147,26,192,171,56,85,,,
147,26,171,192,56,85,,,
147,26,171,192,85,56,,,
147,26,192,56,85,171,,,
147,26,192,56,85,171,,,
147,26,56,85,171,192,,,
147,26,56,85,171,,,,
147,26,56,85,171,,,,
147,26,171,85,56,,,,
147,26,56,85,171,,,,
147,26,56,85,171,,,,
147,26,56,85,171,,,,
147,26,56,85,171,,,,
147,26,56,85,171,,,,
26,147,171,85,56,,,,
147,26,171,70,56,85,,,
26,147,171,192,56,85,70,,
147,26,171,192,56,85,70,,
26,147,171,192,56,85,70,,
147,26,171,56,85,70,192,,
171,147,26,56,85,70,192,,
147,26,171,56,85,70,192,,
147,171,26,56,70,85,302,192,
147,171,26,70,85,56,302,192,
171,147,26,56,70,85,302,192,
147,171,56,26,70,302,85,192,
171,147,56,26,70,302,85,,
171,147,26,70,85,56,302,,
171,147,26,56,85,302,70,192,
171,56,26,85,302,70,192,147,
171,26,56,85,147,70,302,192,
56,171,26,147,85,70,302,192,
56,171,26,147,85,70,302,192,
56,171,26,147,85,302,70,192,
56,26,171,70,147,85,302,192,
56,171,70,26,302,147,192,,
56,70,26,171,147,302,192,,
56,70,26,171,147,192,302,,
56,70,26,171,147,192,302,,
56,70,26,171,147,192,302,,
70,56,171,26,147,192,302,,
70,56,171,26,147,302,192,,
70,56,171,26,147,302,192,,
70,171,56,26,302,147,192,,
70,171,56,302,26,147,192,,
70,171,56,26,192,,,,
70,171,56,192,26,,,,
70,171,56,192,26,,,,
70,171,56,26,180,192,,,
171,159,192,70,26,180,,,
