56,147,171,192,70,85,302,159,,
56,159,192,171,85,302,70,147,,
56,171,192,159,70,302,85,147,,
56,171,192,85,70,302,159,,,
56,171,192,302,147,70,85,159,,
56,302,192,171,70,147,85,159,,
56,171,302,192,70,85,147,159,,
56,171,302,192,85,70,147,159,,
192,302,56,26,147,85,70,,,
26,70,56,302,192,147,85,,,
26,56,70,302,192,159,147,85,,
26,56,70,302,85,192,159,147,,
26,56,70,85,302,192,147,,,
26,70,56,85,302,192,147,,,
26,70,56,302,85,147,192,,,
70,171,56,302,85,147,192,,,
70,171,302,147,85,192,,,,
70,171,302,61,85,147,,,,
70,171,302,61,147,,,,,
70,171,56,302,61,147,,,,
70,171,56,302,61,159,,,,
70,171,56,302,85,159,61,,,
70,171,56,85,302,147,159,61,,
70,56,171,85,302,61,159,147,,
70,171,56,61,159,147,302,,,
70,171,61,159,302,147,,,,
26,171,61,159,147,,,,,
26,171,61,159,147,219,,,,
26,171,61,219,147,,,,,
171,26,302,61,219,147,,,,
26,171,302,219,,,,,,
171,26,61,302,219,,,,,
171,61,26,302,219,,,,,
171,61,26,56,219,97,,,,
171,61,26,56,219,97,,,,
171,61,56,26,219,97,,,,
61,171,56,26,219,97,,,,
61,171,26,56,219,97,,,,
171,70,302,56,26,85,219,,,
70,171,302,56,26,85,219,,,
302,70,171,192,26,85,219,97,,
302,70,171,192,85,26,219,97,,
302,70,171,85,192,26,219,97,,
302,70,56,192,26,85,219,97,,
302,70,56,26,85,192,219,97,,
302,70,56,26,192,85,73,219,97,
26,70,302,56,73,171,192,85,219,97
26,302,70,56,73,171,85,192,219,97
302,26,70,56,192,73,171,219,85,97
302,26,70,56,73,171,192,219,85,
302,26,56,70,192,82,73,171,219,
302,26,56,70,171,82,192,73,219,
302,26,56,70,73,171,67,192,219,82
302,26,192,70,56,67,73,171,219,
302,26,192,56,70,67,171,73,219,
26,302,56,192,70,67,171,73,219,
26,302,192,56,70,67,171,73,219,97
26,302,56,70,192,171,73,67,219,97
302,61,56,70,171,73,,,,
302,61,56,70,73,171,,,,
302,56,70,61,85,73,171,,,
302,56,61,85,73,171,,,,
